"n°","n°of","n° palette","diamètre intérieure (mm)","diamètre extérieure (mm)","longueur  (mm)","validation géométrie (x)","flat crush (kn)","humidité (_)","valeurstemp","date et heure d_importation","trial198"
5946,"38401","2","76.4","91.42","3007","1",NULL,NULL,NULL,"2004-08-19 13:13:33","T"
5947,"38401","1",NULL,NULL,"3005",NULL,NULL,NULL,NULL,"2004-08-19 13:13:33","T"
5948,"38401","1",NULL,NULL,"3009",NULL,NULL,NULL,NULL,"2004-08-19 13:13:34","T"
5949,"38401","1","76.4","91.54","3006","1",NULL,NULL,NULL,"2004-08-19 13:13:34","T"
5950,"38434","1",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-08-19 13:13:34","T"
5951,"38434","1",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-08-19 13:13:35","T"
5952,"38434","1","76.5","90.6","1002","1",NULL,NULL,NULL,"2004-08-19 13:13:35","T"
5953,"38432","1",NULL,NULL,"1500",NULL,NULL,NULL,NULL,"2004-08-19 13:13:36","T"
5954,"38432","1",NULL,NULL,"1502",NULL,NULL,NULL,NULL,"2004-08-19 13:13:36","T"
5955,"38432","1","76.4","90.84","1501","1",NULL,NULL,NULL,"2004-08-19 13:13:36","T"
5956,"38431","1",NULL,NULL,"1602",NULL,NULL,NULL,NULL,"2004-08-19 13:13:37","T"
5957,"38431","1",NULL,NULL,"1602",NULL,NULL,NULL,NULL,"2004-08-19 13:13:37","T"
5958,"38431","1","76.4","90.72","1603","1",NULL,NULL,NULL,"2004-08-19 13:13:38","T"
5959,"38430","1",NULL,NULL,"1814",NULL,NULL,NULL,NULL,"2004-08-19 13:13:38","T"
5960,"38430","1",NULL,NULL,"1814",NULL,NULL,NULL,NULL,"2004-08-19 13:13:38","T"
5961,"38430","1","76.4","90.52","1813","1",NULL,NULL,NULL,"2004-08-19 13:13:39","T"
5962,"38429","1",NULL,NULL,"2005",NULL,NULL,NULL,NULL,"2004-08-19 13:13:39","T"
5963,"38429","1",NULL,NULL,"2005",NULL,NULL,NULL,NULL,"2004-08-19 13:13:40","T"
5964,"38429","1","76.4","90.76","2005","1",NULL,NULL,NULL,"2004-08-19 13:13:40","T"
5965,"38402","1",NULL,NULL,"3005",NULL,NULL,NULL,NULL,"2004-08-19 13:13:40","T"
5966,"38402","1",NULL,NULL,"3006",NULL,NULL,NULL,NULL,"2004-08-19 13:13:41","T"
5967,"38402","1","152.6","168.35","3006","1",NULL,NULL,NULL,"2004-08-19 13:13:41","T"
5968,"38402","2",NULL,NULL,"3004",NULL,NULL,NULL,NULL,"2004-08-19 13:13:41","T"
5969,"38402","2",NULL,NULL,"3006",NULL,NULL,NULL,NULL,"2004-08-19 13:13:42","T"
5970,"38402","2","152.6","168.23","3006","1",NULL,NULL,NULL,"2004-08-19 13:13:42","T"
5971,"38402","7",NULL,NULL,"3006",NULL,NULL,NULL,NULL,"2004-08-19 13:13:43","T"
5972,"38402","7",NULL,NULL,"3008",NULL,NULL,NULL,NULL,"2004-08-19 13:13:43","T"
5973,"38402","7","152.6","168.24","3008","1",NULL,NULL,NULL,"2004-08-19 13:13:43","T"
5974,"38402","11",NULL,NULL,"3007",NULL,NULL,NULL,NULL,"2004-08-19 13:13:44","T"
5975,"38402","11",NULL,NULL,"3008",NULL,NULL,NULL,NULL,"2004-08-19 13:13:44","T"
5976,"38402","11","152.6","168.1","3008","1",NULL,NULL,NULL,"2004-08-19 13:13:45","T"
5977,"38402","13",NULL,NULL,"3007",NULL,NULL,NULL,NULL,"2004-08-19 13:13:45","T"
5978,"38402","13",NULL,NULL,"3008",NULL,NULL,NULL,NULL,"2004-08-19 13:13:45","T"
5979,"38402","13","152.6","168.29","3008","1",NULL,NULL,NULL,"2004-08-19 13:13:46","T"
5980,"38402","14",NULL,NULL,"3008",NULL,NULL,NULL,NULL,"2004-08-19 13:13:46","T"
5981,"38402","14",NULL,NULL,"3009",NULL,NULL,NULL,NULL,"2004-08-19 13:13:47","T"
5982,"38402","14","152.6","168.17","3007","1",NULL,NULL,NULL,"2004-08-19 13:13:47","T"
5983,"38402","8",NULL,NULL,"3009",NULL,NULL,NULL,NULL,"2004-08-19 13:13:47","T"
5984,"38402","8",NULL,NULL,"3008",NULL,NULL,NULL,NULL,"2004-08-19 13:13:48","T"
5985,"38402","8","152.6","168.28","3008","1",NULL,NULL,NULL,"2004-08-19 13:13:48","T"
5986,"38402","12",NULL,NULL,"3008",NULL,NULL,NULL,NULL,"2004-08-19 13:13:49","T"
5987,"38402","12",NULL,NULL,"3008",NULL,NULL,NULL,NULL,"2004-08-19 13:13:49","T"
5988,"38402","12","152.6","168.35","3008","1",NULL,NULL,NULL,"2004-08-19 13:13:49","T"
5989,"38402","9",NULL,NULL,"3008",NULL,NULL,NULL,NULL,"2004-08-19 13:13:50","T"
5990,"38402","9",NULL,NULL,"3007",NULL,NULL,NULL,NULL,"2004-08-19 13:13:50","T"
5991,"38402","9","152.6","168.13","3007","1",NULL,NULL,NULL,"2004-08-19 13:13:51","T"
5992,"38402","10",NULL,NULL,"3007",NULL,NULL,NULL,NULL,"2004-08-19 13:13:51","T"
5993,"38402","10",NULL,NULL,"3007",NULL,NULL,NULL,NULL,"2004-08-19 13:13:51","T"
5994,"38402","10","152.6","168.21","3007","1",NULL,NULL,NULL,"2004-08-19 13:13:52","T"
5995,"38402","3",NULL,NULL,"3005",NULL,NULL,NULL,NULL,"2004-08-19 13:13:52","T"
5996,"38402","3",NULL,NULL,"3008",NULL,NULL,NULL,NULL,"2004-08-19 13:13:52","T"
5997,"38402","3","152.6","168.32","3007","1",NULL,NULL,NULL,"2004-08-19 13:13:53","T"
5998,"38402","4",NULL,NULL,"3007",NULL,NULL,NULL,NULL,"2004-08-19 13:13:53","T"
5999,"38402","4",NULL,NULL,"3008",NULL,NULL,NULL,NULL,"2004-08-19 13:13:54","T"
6000,"38402","4","152.6","168.12","3008","1",NULL,NULL,NULL,"2004-08-19 13:13:54","T"
6001,"38402","5",NULL,NULL,"3008",NULL,NULL,NULL,NULL,"2004-08-19 13:13:54","T"
6002,"38402","5",NULL,NULL,"3008",NULL,NULL,NULL,NULL,"2004-08-19 13:13:55","T"
6003,"38402","5","152.6","168.25","3008","1",NULL,NULL,NULL,"2004-08-19 13:13:55","T"
6004,"38402","6",NULL,NULL,"3006",NULL,NULL,NULL,NULL,"2004-08-19 13:13:56","T"
6005,"38402","6",NULL,NULL,"3008",NULL,NULL,NULL,NULL,"2004-08-19 13:13:56","T"
6006,"38402","6","152.6","168.36","3008","1",NULL,NULL,NULL,"2004-08-19 13:13:56","T"
6007,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2004-08-19 13:13:57","T"
6008,"38458",NULL,NULL,NULL,NULL,NULL,"0.701","7.07",NULL,"2004-08-20 09:24:59","T"
6009,"38470",NULL,NULL,NULL,NULL,NULL,"0.701","7.07",NULL,"2004-08-20 09:26:01","T"
6010,"38459",NULL,NULL,NULL,NULL,NULL,"0.701","7.07",NULL,"2004-08-20 09:27:31","T"
6012,"38461",NULL,NULL,NULL,NULL,NULL,"1.723","7.58",NULL,"2004-08-20 09:31:51","T"
6013,"38462",NULL,NULL,NULL,NULL,NULL,"1.723","7.58",NULL,"2004-08-20 09:32:42","T"
6014,"38463",NULL,NULL,NULL,NULL,NULL,"0.701","7.07",NULL,"2004-08-20 09:33:54","T"
6015,"38471",NULL,NULL,NULL,NULL,NULL,"0.701","7.07",NULL,"2004-08-20 09:35:53","T"
6016,"38464",NULL,NULL,NULL,NULL,NULL,"0.701","7.07",NULL,"2004-08-20 09:37:09","T"
6017,"38465",NULL,NULL,NULL,NULL,NULL,"0.701","7.07",NULL,"2004-08-20 09:38:15","T"
6018,"38466",NULL,NULL,NULL,NULL,NULL,"0.701","7.07",NULL,"2004-08-20 09:39:22","T"
6019,"38467",NULL,NULL,NULL,NULL,NULL,"0.701","7.07",NULL,"2004-08-20 09:40:34","T"
6020,"38468",NULL,NULL,NULL,NULL,NULL,"0.701","7.07",NULL,"2004-08-20 09:41:03","T"
6021,"38469",NULL,NULL,NULL,NULL,NULL,"0.701","7.07",NULL,"2004-08-20 09:41:33","T"
6022,"38441",NULL,NULL,NULL,NULL,NULL,"0.545","8.01",NULL,"2004-08-20 12:45:36","T"
6023,"38440",NULL,NULL,NULL,NULL,NULL,"0.783","8.18",NULL,"2004-08-20 12:48:24","T"
6024,"38275",NULL,NULL,NULL,NULL,NULL,"0.774",NULL,NULL,"2004-08-20 12:50:53","T"
6025,"38275",NULL,NULL,NULL,NULL,NULL,"0.714","8.1",NULL,"2004-08-20 12:50:55","T"
6026,"38419",NULL,NULL,NULL,NULL,NULL,"0.519",NULL,NULL,"2004-08-20 12:53:48","T"
6027,"38419",NULL,NULL,NULL,NULL,NULL,"0.552","7.89",NULL,"2004-08-20 12:53:52","T"
6028,"38226",NULL,NULL,NULL,NULL,NULL,"0.725",NULL,NULL,"2004-08-20 13:01:52","T"
6029,"38226",NULL,NULL,NULL,NULL,NULL,"0.732","7.37",NULL,"2004-08-20 13:01:55","T"
6030,"38398",NULL,NULL,NULL,NULL,NULL,"1.23","7.79",NULL,"2004-08-20 13:05:50","T"
6031,"38396",NULL,NULL,NULL,NULL,NULL,"1.39",NULL,NULL,"2004-08-20 13:08:29","T"
6032,"38396",NULL,NULL,NULL,NULL,NULL,"1.143","7.79",NULL,"2004-08-20 13:08:31","T"
6033,"38414",NULL,NULL,NULL,NULL,NULL,"0.65",NULL,NULL,"2004-08-20 13:11:32","T"
6034,"38414",NULL,NULL,NULL,NULL,NULL,"0.715","7.63",NULL,"2004-08-20 13:11:36","T"
6043,"38425",NULL,NULL,NULL,NULL,NULL,"2.026",NULL,NULL,"2004-08-20 13:22:38","T"
6044,"38425",NULL,NULL,NULL,NULL,NULL,"2.083","9.33",NULL,"2004-08-20 13:22:41","T"
6045,"38481",NULL,NULL,NULL,NULL,NULL,"0.685","7.81",NULL,"2004-08-20 13:41:12","T"
6046,"38274","6","128.3","144.26","4245","1",NULL,NULL,NULL,"2004-08-20 13:41:46","T"
6047,"38440","6",NULL,NULL,"4248",NULL,NULL,NULL,NULL,"2004-08-20 13:41:46","T"
6048,"38440","6","128.4","144.39","4248","1",NULL,NULL,NULL,"2004-08-20 13:41:47","T"
6049,"38440","6",NULL,NULL,"4248",NULL,NULL,NULL,NULL,"2004-08-20 13:41:47","T"
6050,"38440","6","128.3","144.16","4248","1",NULL,NULL,NULL,"2004-08-20 13:41:47","T"
6051,"38420","6",NULL,NULL,"5218",NULL,NULL,NULL,NULL,"2004-08-20 13:41:48","T"
6052,"38420","6","128.4","144.01","5218","1",NULL,NULL,NULL,"2004-08-20 13:41:48","T"
6053,"38420","6",NULL,NULL,"5218",NULL,NULL,NULL,NULL,"2004-08-20 13:41:49","T"
6054,"38420","6","128.3","144.02","5218","1",NULL,NULL,NULL,"2004-08-20 13:41:49","T"
6055,"38420","6",NULL,NULL,"5218",NULL,NULL,NULL,NULL,"2004-08-20 13:41:49","T"
6056,"38420","6","128.3","143.83","5218","1",NULL,NULL,NULL,"2004-08-20 13:41:50","T"
6057,"38396","6",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2004-08-20 13:41:50","T"
6058,"38396","6",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2004-08-20 13:41:51","T"
6059,"38396","6","150.9","173.77","1000","1",NULL,NULL,NULL,"2004-08-20 13:41:51","T"
6060,"38396","11",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2004-08-20 13:41:51","T"
6061,"38396","11",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2004-08-20 13:41:52","T"
6062,"38396","11","150.9","173.74","1000","1",NULL,NULL,NULL,"2004-08-20 13:41:52","T"
6063,"38396","14",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2004-08-20 13:41:53","T"
6064,"38396","14",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2004-08-20 13:41:53","T"
6065,"38396","14","150.9","173.81","1001","1",NULL,NULL,NULL,"2004-08-20 13:41:53","T"
6066,"38396","17",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2004-08-20 13:41:54","T"
6067,"38396","17",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2004-08-20 13:41:54","T"
6068,"38396","17","150.9","174.1","1000","1",NULL,NULL,NULL,"2004-08-20 13:41:55","T"
6069,"38396","16",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2004-08-20 13:41:55","T"
6070,"38396","16",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2004-08-20 13:41:55","T"
6071,"38396","16","150.9","173.78","1000","1",NULL,NULL,NULL,"2004-08-20 13:41:56","T"
6072,"38396","9",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2004-08-20 13:41:56","T"
6073,"38396","9",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2004-08-20 13:41:57","T"
6074,"38396","9","151","173.64","1000","1",NULL,NULL,NULL,"2004-08-20 13:41:57","T"
6075,"38353","12",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2004-08-20 13:41:57","T"
6076,"38353","12",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2004-08-20 13:41:58","T"
6077,"38353","12","150.9","173.93","1000","1",NULL,NULL,NULL,"2004-08-20 13:41:58","T"
6078,"38353","6",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2004-08-20 13:41:59","T"
6079,"38353","6",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2004-08-20 13:41:59","T"
6080,"38353","6","150.9","173.83","1001","1",NULL,NULL,NULL,"2004-08-20 13:41:59","T"
6081,"38353","17",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2004-08-20 13:42:00","T"
6082,"38353","17",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2004-08-20 13:42:00","T"
6083,"38353","17","150.9","174.19","1000","1",NULL,NULL,NULL,"2004-08-20 13:42:00","T"
6084,"38353","3",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2004-08-20 13:42:01","T"
6085,"38353","3",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2004-08-20 13:42:01","T"
6086,"38353","3","150.9","174.04","1001","1",NULL,NULL,NULL,"2004-08-20 13:42:02","T"
6087,"38353","16",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2004-08-20 13:42:02","T"
6088,"38353","16",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2004-08-20 13:42:02","T"
6089,"38353","16","150.9","173.93","1001","1",NULL,NULL,NULL,"2004-08-20 13:42:03","T"
6090,"38353","18",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2004-08-20 13:42:03","T"
6091,"38353","18",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2004-08-20 13:42:04","T"
6092,"38353","18","150.9","173.91","1000","1",NULL,NULL,NULL,"2004-08-20 13:42:04","T"
6093,"38396","7",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2004-08-20 13:42:05","T"
6094,"38396","7",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2004-08-20 13:42:05","T"
6095,"38396","7","150.9","173.99","1001","1",NULL,NULL,NULL,"2004-08-20 13:42:05","T"
6096,"38396","8",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2004-08-20 13:42:06","T"
6097,"38396","8",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2004-08-20 13:42:06","T"
6098,"38396","8","151","173.99","1000","1",NULL,NULL,NULL,"2004-08-20 13:42:07","T"
6099,"38396","12",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2004-08-20 13:42:07","T"
6100,"38396","12",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2004-08-20 13:42:07","T"
6101,"38396","12","150.9","173.92","1001","1",NULL,NULL,NULL,"2004-08-20 13:42:08","T"
6102,"38396","10",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2004-08-20 13:42:08","T"
6103,"38396","10",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2004-08-20 13:42:09","T"
6104,"38396","10","150.9","174.05","1001","1",NULL,NULL,NULL,"2004-08-20 13:42:09","T"
6105,"38396","15",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2004-08-20 13:42:09","T"
6106,"38396","15",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2004-08-20 13:42:10","T"
6107,"38396","15","151","173.99","1001","1",NULL,NULL,NULL,"2004-08-20 13:42:10","T"
6108,"38353","4",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2004-08-20 13:42:11","T"
6109,"38353","4",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2004-08-20 13:42:11","T"
6110,"38353","4","150.9","174","1001","1",NULL,NULL,NULL,"2004-08-20 13:42:11","T"
6111,"38353","15",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2004-08-20 13:42:12","T"
6112,"38353","15",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2004-08-20 13:42:12","T"
6113,"38353","15","151","173.78","1000","1",NULL,NULL,NULL,"2004-08-20 13:42:13","T"
6114,"38396","13",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2004-08-20 13:42:13","T"
6115,"38396","13",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2004-08-20 13:42:13","T"
6116,"38396","13","151","173.83","1000","1",NULL,NULL,NULL,"2004-08-20 13:42:14","T"
6117,"38353","1",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-08-20 13:42:14","T"
6118,"38353","1",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2004-08-20 13:42:15","T"
6119,"38353","1","150.9","173.56","1001","1",NULL,NULL,NULL,"2004-08-20 13:42:15","T"
6120,"38395","2",NULL,NULL,"982",NULL,NULL,NULL,NULL,"2004-08-20 13:42:15","T"
6121,"38395","2",NULL,NULL,"983",NULL,NULL,NULL,NULL,"2004-08-20 13:42:16","T"
6122,"38395","2","150.9","166.21","983","1",NULL,NULL,NULL,"2004-08-20 13:42:16","T"
6123,"38129","2",NULL,NULL,"3354",NULL,NULL,NULL,NULL,"2004-08-20 13:42:17","T"
6124,"38129","2",NULL,NULL,"3354",NULL,NULL,NULL,NULL,"2004-08-20 13:42:17","T"
6125,"38129","2","151","174.15","3353","1",NULL,NULL,NULL,"2004-08-20 13:42:17","T"
6126,"38218","3",NULL,NULL,"5225",NULL,NULL,NULL,NULL,"2004-08-20 13:42:18","T"
6127,"38218","3","128.3","140.63","5226","1",NULL,NULL,NULL,"2004-08-20 13:42:18","T"
6128,"38419","3",NULL,NULL,"5225",NULL,NULL,NULL,NULL,"2004-08-20 13:42:19","T"
6129,"38419","3","128.2","140.57","5224","1",NULL,NULL,NULL,"2004-08-20 13:42:19","T"
6130,"38419","3",NULL,NULL,"5225",NULL,NULL,NULL,NULL,"2004-08-20 13:42:19","T"
6131,"38419","3","128.3","140.26","5226","1",NULL,NULL,NULL,"2004-08-20 13:42:20","T"
6132,"38441","3","128.4","140.55","4528","1",NULL,NULL,NULL,"2004-08-20 13:42:20","T"
6133,"38392","3",NULL,NULL,"4528",NULL,NULL,NULL,NULL,"2004-08-20 13:42:21","T"
6134,"38392","3","128.5","140.32","4528","1",NULL,NULL,NULL,"2004-08-20 13:42:21","T"
6135,"38392","3",NULL,NULL,"4528",NULL,NULL,NULL,NULL,"2004-08-20 13:42:21","T"
6136,"38392","3","128.3","140.7","4528","1",NULL,NULL,NULL,"2004-08-20 13:42:22","T"
6137,"38481","3","128.4","144.17","221.72","1",NULL,NULL,NULL,"2004-08-20 13:42:22","T"
6138,"38472","1",NULL,NULL,"562",NULL,NULL,NULL,NULL,"2004-08-20 13:42:22","T"
6139,"38472","1","152.4","168.17","561","1",NULL,NULL,NULL,"2004-08-20 13:42:23","T"
6140,"38470","1","152.5","168.58","1226","1",NULL,NULL,NULL,"2004-08-20 13:42:23","T"
6141,"38467","1",NULL,NULL,"1178",NULL,NULL,NULL,NULL,"2004-08-20 13:42:24","T"
6142,"38467","1","152.5","168.51","1179","1",NULL,NULL,NULL,"2004-08-20 13:42:24","T"
6143,"38468","1",NULL,NULL,"1179",NULL,NULL,NULL,NULL,"2004-08-20 13:42:24","T"
6144,"38468","1","152.5","168.39","1178","1",NULL,NULL,NULL,"2004-08-20 13:42:25","T"
6145,"38465","1","152.5","168.57","1023","1",NULL,NULL,NULL,"2004-08-20 13:42:25","T"
6146,"38469","1",NULL,NULL,"1179",NULL,NULL,NULL,NULL,"2004-08-20 13:42:26","T"
6147,"38469","1",NULL,NULL,"1179",NULL,NULL,NULL,NULL,"2004-08-20 13:42:26","T"
6148,"38469","1","152.5","168.22","1178","1",NULL,NULL,NULL,"2004-08-20 13:42:26","T"
6149,"38459","1",NULL,NULL,"937",NULL,NULL,NULL,NULL,"2004-08-20 13:42:27","T"
6150,"38459","1",NULL,NULL,"937",NULL,NULL,NULL,NULL,"2004-08-20 13:42:27","T"
6151,"38459","1","152.4","168.25","937","1",NULL,NULL,NULL,"2004-08-20 13:42:28","T"
6152,"38224","1",NULL,NULL,"2153",NULL,NULL,NULL,NULL,"2004-08-20 13:42:28","T"
6153,"38224","1",NULL,NULL,"2155",NULL,NULL,NULL,NULL,"2004-08-20 13:42:28","T"
6154,"38224","1","77.3","103.29","2154","1",NULL,NULL,NULL,"2004-08-20 13:42:29","T"
6155,"38224","1",NULL,NULL,"2154",NULL,NULL,NULL,NULL,"2004-08-20 13:42:29","T"
6156,"38224","1",NULL,NULL,"2155",NULL,NULL,NULL,NULL,"2004-08-20 13:42:30","T"
6157,"38224","1","77.3","103.36","2154","1",NULL,NULL,NULL,"2004-08-20 13:42:30","T"
6158,"38224","1",NULL,NULL,"2153",NULL,NULL,NULL,NULL,"2004-08-20 13:42:30","T"
6159,"38224","1",NULL,NULL,"2154",NULL,NULL,NULL,NULL,"2004-08-20 13:42:31","T"
6160,"38224","1","77.3","103.52","2154","1",NULL,NULL,NULL,"2004-08-20 13:42:31","T"
6161,"38224","1",NULL,NULL,"2153",NULL,NULL,NULL,NULL,"2004-08-20 13:42:32","T"
6162,"38224","1",NULL,NULL,"2154",NULL,NULL,NULL,NULL,"2004-08-20 13:42:32","T"
6163,"38224","1","77.3","103.04","2154","1",NULL,NULL,NULL,"2004-08-20 13:42:32","T"
6164,"38224","1",NULL,NULL,"2153",NULL,NULL,NULL,NULL,"2004-08-20 13:42:33","T"
6165,"38224","1",NULL,NULL,"2155",NULL,NULL,NULL,NULL,"2004-08-20 13:42:33","T"
6166,"38224","1","77.3","103.59","2154","1",NULL,NULL,NULL,"2004-08-20 13:42:34","T"
6167,"38224","1",NULL,NULL,"2154",NULL,NULL,NULL,NULL,"2004-08-20 13:42:34","T"
6168,"38224","1",NULL,NULL,"2155",NULL,NULL,NULL,NULL,"2004-08-20 13:42:34","T"
6169,"38224","1","77.3","103.49","2155","1",NULL,NULL,NULL,"2004-08-20 13:42:35","T"
6170,"38224","1",NULL,NULL,"2155",NULL,NULL,NULL,NULL,"2004-08-20 13:42:35","T"
6171,"38224","1",NULL,NULL,"2154",NULL,NULL,NULL,NULL,"2004-08-20 13:42:36","T"
6172,"38224","1","77.3","103.45","2154","1",NULL,NULL,NULL,"2004-08-20 13:42:36","T"
6173,"38224","1",NULL,NULL,"2153",NULL,NULL,NULL,NULL,"2004-08-20 13:42:36","T"
6174,"38224","1",NULL,NULL,"2154",NULL,NULL,NULL,NULL,"2004-08-20 13:42:37","T"
6175,"38224","1","77.3","103.47","2153","1",NULL,NULL,NULL,"2004-08-20 13:42:37","T"
6176,"38224","1",NULL,NULL,"2154",NULL,NULL,NULL,NULL,"2004-08-20 13:42:38","T"
6177,"38224","1",NULL,NULL,"2155",NULL,NULL,NULL,NULL,"2004-08-20 13:42:38","T"
6178,"38224","1","77.3","103.41","2154","1",NULL,NULL,NULL,"2004-08-20 13:42:38","T"
6179,"38224","1",NULL,NULL,"2155",NULL,NULL,NULL,NULL,"2004-08-20 13:42:39","T"
6180,"38224","1",NULL,NULL,"2155",NULL,NULL,NULL,NULL,"2004-08-20 13:42:39","T"
6181,"38224","1","77.3","103.44","2154","1",NULL,NULL,NULL,"2004-08-20 13:42:40","T"
6182,"38224","1",NULL,NULL,"2154",NULL,NULL,NULL,NULL,"2004-08-20 13:42:40","T"
6183,"38224","1",NULL,NULL,"2154",NULL,NULL,NULL,NULL,"2004-08-20 13:42:40","T"
6184,"38224","1","77.3","103.49","2153","1",NULL,NULL,NULL,"2004-08-20 13:42:41","T"
6185,"38224","1",NULL,NULL,"2154",NULL,NULL,NULL,NULL,"2004-08-20 13:42:41","T"
6186,"38224","1",NULL,NULL,"2155",NULL,NULL,NULL,NULL,"2004-08-20 13:42:42","T"
6187,"38224","1","77.3","103.47","2154","1",NULL,NULL,NULL,"2004-08-20 13:42:42","T"
6188,"38433","1",NULL,NULL,"1201",NULL,NULL,NULL,NULL,"2004-08-20 13:42:42","T"
6189,"38433","1",NULL,NULL,"1202",NULL,NULL,NULL,NULL,"2004-08-20 13:42:43","T"
6190,"38433","1","76.4","90.66","1201","1",NULL,NULL,NULL,"2004-08-20 13:42:43","T"
6191,"38428","1",NULL,NULL,"2215",NULL,NULL,NULL,NULL,"2004-08-20 13:42:44","T"
6192,"38428","1",NULL,NULL,"2215",NULL,NULL,NULL,NULL,"2004-08-20 13:42:44","T"
6193,"38428","1","76.4","90.68","2213","1",NULL,NULL,NULL,"2004-08-20 13:42:44","T"
6194,"38426","2",NULL,NULL,"3216",NULL,NULL,NULL,NULL,"2004-08-20 13:42:45","T"
6195,"38426","2",NULL,NULL,"3217",NULL,NULL,NULL,NULL,"2004-08-20 13:42:45","T"
6196,"38426","2","76.4","90.81","3216","1",NULL,NULL,NULL,"2004-08-20 13:42:46","T"
6197,"38426","1",NULL,NULL,"3217",NULL,NULL,NULL,NULL,"2004-08-20 13:42:46","T"
6198,"38426","1",NULL,NULL,"3217",NULL,NULL,NULL,NULL,"2004-08-20 13:42:46","T"
6199,"38426","1","76.4","90.73","3217","1",NULL,NULL,NULL,"2004-08-20 13:42:47","T"
6200,"38425","2",NULL,NULL,"3217",NULL,NULL,NULL,NULL,"2004-08-20 13:42:47","T"
6201,"38425","2",NULL,NULL,"3217",NULL,NULL,NULL,NULL,"2004-08-20 13:42:48","T"
6202,"38425","2","77.3","101.43","3217","1",NULL,NULL,NULL,"2004-08-20 13:42:48","T"
6203,"38425","1",NULL,NULL,"3217",NULL,NULL,NULL,NULL,"2004-08-20 13:42:48","T"
6204,"38425","1",NULL,NULL,"3217",NULL,NULL,NULL,NULL,"2004-08-20 13:42:49","T"
6205,"38425","1","77.3","101.55","3217","1",NULL,NULL,NULL,"2004-08-20 13:42:49","T"
6206,"38425","3",NULL,NULL,"3217",NULL,NULL,NULL,NULL,"2004-08-20 13:42:50","T"
6207,"38425","3",NULL,NULL,"3217",NULL,NULL,NULL,NULL,"2004-08-20 13:42:50","T"
6208,"38425","3","77.3","101.53","3217","1",NULL,NULL,NULL,"2004-08-20 13:42:50","T"
6209,"38427","2",NULL,NULL,"3015",NULL,NULL,NULL,NULL,"2004-08-20 13:42:51","T"
6210,"38427","2",NULL,NULL,"3016",NULL,NULL,NULL,NULL,"2004-08-20 13:42:51","T"
6211,"38427","2","76.4","90.83","3015","1",NULL,NULL,NULL,"2004-08-20 13:42:52","T"
6212,"38427","1",NULL,NULL,"3015",NULL,NULL,NULL,NULL,"2004-08-20 13:42:52","T"
6213,"38427","1",NULL,NULL,"3017",NULL,NULL,NULL,NULL,"2004-08-20 13:42:52","T"
6214,"38427","1","76.4","90.63","3016","1",NULL,NULL,NULL,"2004-08-20 13:42:53","T"
6215,"38459","4",NULL,NULL,"937",NULL,NULL,NULL,NULL,"2004-08-20 13:42:53","T"
