"n°","n°of","n° palette","diamètre intérieure (mm)","diamètre extérieure (mm)","longueur  (mm)","validation géométrie (x)","flat crush (kn)","humidité (_)","valeurstemp","date et heure d_importation","trial198"
23141,"39576","5","76.7","92.7","1504",NULL,NULL,NULL,NULL,"2004-12-01 21:03:55","T"
23142,"39576","8",NULL,NULL,"1502","1",NULL,NULL,NULL,"2004-12-01 21:03:56","T"
23143,"39576","8",NULL,NULL,"1505",NULL,NULL,NULL,NULL,"2004-12-01 21:03:56","T"
23144,"39576","8","76.7","92.65","1504",NULL,NULL,NULL,NULL,"2004-12-01 21:03:56","T"
23145,"39700","3",NULL,NULL,"5115","1",NULL,NULL,NULL,"2004-12-01 21:03:56","T"
23146,"39700","3",NULL,NULL,"5118",NULL,NULL,NULL,NULL,"2004-12-01 21:03:57","T"
23147,"39700","3","150.2","176.39","5118",NULL,NULL,NULL,NULL,"2004-12-01 21:03:57","T"
23148,"39700","2",NULL,NULL,"5112","1",NULL,NULL,NULL,"2004-12-01 21:03:57","T"
23149,"39700","2",NULL,NULL,"5113",NULL,NULL,NULL,NULL,"2004-12-01 21:03:58","T"
23150,"39700","2","150.2","176.41","5112",NULL,NULL,NULL,NULL,"2004-12-01 21:03:58","T"
23151,"39700","5",NULL,NULL,"5113","1",NULL,NULL,NULL,"2004-12-01 21:03:58","T"
23152,"39700","5",NULL,NULL,"5120",NULL,NULL,NULL,NULL,"2004-12-01 21:03:59","T"
23153,"39700","5","150.2","176.43","5118",NULL,NULL,NULL,NULL,"2004-12-01 21:03:59","T"
23154,"39700","6",NULL,NULL,"5112","1",NULL,NULL,NULL,"2004-12-01 21:03:59","T"
23155,"39700","6",NULL,NULL,"5113",NULL,NULL,NULL,NULL,"2004-12-01 21:04:00","T"
23156,"39700","6","150.2","176.41","5114",NULL,NULL,NULL,NULL,"2004-12-01 21:04:00","T"
23157,"39700","7",NULL,NULL,"5110","1",NULL,NULL,NULL,"2004-12-01 21:04:00","T"
23158,"39700","7",NULL,NULL,"5116",NULL,NULL,NULL,NULL,"2004-12-01 21:04:00","T"
23159,"39700","7","150.2","176.35","5117",NULL,NULL,NULL,NULL,"2004-12-01 21:04:01","T"
23160,"39700","8",NULL,NULL,"5111","1",NULL,NULL,NULL,"2004-12-01 21:04:01","T"
23161,"39700","8",NULL,NULL,"5112",NULL,NULL,NULL,NULL,"2004-12-01 21:04:01","T"
23162,"39700","8","150.2","176.43","5112",NULL,NULL,NULL,NULL,"2004-12-01 21:04:02","T"
23163,"39700","1",NULL,NULL,"5109","1",NULL,NULL,NULL,"2004-12-01 21:04:02","T"
23164,"39700","1",NULL,NULL,"5115",NULL,NULL,NULL,NULL,"2004-12-01 21:04:02","T"
23165,"39700","1","150.2","176.45","5118",NULL,NULL,NULL,NULL,"2004-12-01 21:04:02","T"
23166,"39700","4",NULL,NULL,"5111","1",NULL,NULL,NULL,"2004-12-01 21:04:03","T"
23167,"39700","4",NULL,NULL,"5113",NULL,NULL,NULL,NULL,"2004-12-01 21:04:03","T"
23168,"39700","4","150.2","176.4","5113",NULL,NULL,NULL,NULL,"2004-12-01 21:04:03","T"
23169,"1",NULL,"1.1","1.1","1.1",NULL,NULL,NULL,NULL,"2004-12-01 21:04:04","T"
23170,"39575",NULL,NULL,NULL,NULL,NULL,"1.29","8.36",NULL,"2004-12-01 21:05:54","T"
23171,"39575",NULL,NULL,NULL,NULL,NULL,"1.132",NULL,NULL,"2004-12-01 21:06:01","T"
23172,"39735",NULL,NULL,NULL,NULL,NULL,"1.596","9.84",NULL,"2004-12-02 07:15:53","T"
23173,"39735",NULL,NULL,NULL,NULL,NULL,"1.588",NULL,NULL,"2004-12-02 07:15:57","T"
23174,"39734",NULL,NULL,NULL,NULL,NULL,"1.626","9.73",NULL,"2004-12-02 07:20:58","T"
23175,"39691",NULL,NULL,NULL,NULL,NULL,"1.285",NULL,NULL,"2004-12-02 07:26:10","T"
23176,"39691",NULL,NULL,NULL,NULL,NULL,"1.379","7.92",NULL,"2004-12-02 07:26:13","T"
23177,"39734","1",NULL,NULL,"3508",NULL,NULL,NULL,NULL,"2004-12-02 12:39:25","T"
23178,"39734","1",NULL,NULL,"3508",NULL,NULL,NULL,NULL,"2004-12-02 12:39:25","T"
23179,"39734","1","152","176.13","3508","1",NULL,NULL,NULL,"2004-12-02 12:39:25","T"
23180,"39735","1",NULL,NULL,"3508",NULL,NULL,NULL,NULL,"2004-12-02 12:39:26","T"
23181,"39735","1",NULL,NULL,"3508",NULL,NULL,NULL,NULL,"2004-12-02 12:39:26","T"
23182,"39735","1","150.4","174.31","3508","1",NULL,NULL,NULL,"2004-12-02 12:39:26","T"
23183,"39735","2",NULL,NULL,"3508",NULL,NULL,NULL,NULL,"2004-12-02 12:39:27","T"
23184,"39735","2",NULL,NULL,"3508",NULL,NULL,NULL,NULL,"2004-12-02 12:39:27","T"
23185,"39735","2","150.4","174.43","3508","1",NULL,NULL,NULL,"2004-12-02 12:39:27","T"
23186,"39575",NULL,"76.6","92.71","463","1",NULL,NULL,NULL,"2004-12-02 12:39:27","T"
23187,"39575",NULL,"76.5","92.76","463","1",NULL,NULL,NULL,"2004-12-02 12:39:28","T"
23188,"1",NULL,"1.1","1.1","1.1",NULL,NULL,NULL,NULL,"2004-12-02 12:39:28","T"
23189,"39279",NULL,NULL,NULL,NULL,NULL,"2.031",NULL,NULL,"2004-12-02 18:05:20","T"
23190,"39279",NULL,NULL,NULL,NULL,NULL,"2.02","8.06",NULL,"2004-12-02 18:05:52","T"
23191,"39278",NULL,NULL,NULL,NULL,NULL,"1.721",NULL,NULL,"2004-12-02 18:08:17","T"
23192,"39278",NULL,NULL,NULL,NULL,NULL,"1.66","7.94",NULL,"2004-12-02 18:08:51","T"
23193,"39692",NULL,NULL,NULL,NULL,NULL,"1.516",NULL,NULL,"2004-12-02 18:13:28","T"
23194,"39692",NULL,NULL,NULL,NULL,NULL,"1.618","7.53",NULL,"2004-12-02 18:14:15","T"
23195,"39556",NULL,NULL,NULL,NULL,NULL,"1.341",NULL,NULL,"2004-12-02 18:16:49","T"
23196,"39556",NULL,NULL,NULL,NULL,NULL,"1.303",NULL,NULL,"2004-12-02 18:17:23","T"
23197,"39556",NULL,NULL,NULL,NULL,NULL,"1.315",NULL,NULL,"2004-12-02 18:17:54","T"
23198,"39556",NULL,NULL,NULL,NULL,NULL,"1.256",NULL,NULL,"2004-12-02 18:18:27","T"
23199,"39556",NULL,NULL,NULL,NULL,NULL,"1.299",NULL,NULL,"2004-12-02 18:19:05","T"
23200,"39556",NULL,NULL,NULL,NULL,NULL,"1.341","7.41",NULL,"2004-12-02 18:19:38","T"
23201,"39556","1",NULL,NULL,"10320","1",NULL,NULL,NULL,"2004-12-02 20:22:12","T"
23202,"39556","1",NULL,NULL,"10328",NULL,NULL,NULL,NULL,"2004-12-02 20:22:12","T"
23203,"39556","1","100.3","119.93","10323",NULL,NULL,NULL,NULL,"2004-12-02 20:22:13","T"
23204,"39556","2",NULL,NULL,"10321","1",NULL,NULL,NULL,"2004-12-02 20:22:13","T"
23205,"39556","2",NULL,NULL,"10328",NULL,NULL,NULL,NULL,"2004-12-02 20:22:13","T"
23206,"39556","2","100.3","119.98","10322",NULL,NULL,NULL,NULL,"2004-12-02 20:22:13","T"
23207,"39556","3",NULL,NULL,"10320","1",NULL,NULL,NULL,"2004-12-02 20:22:14","T"
23208,"39556","3",NULL,NULL,"10327",NULL,NULL,NULL,NULL,"2004-12-02 20:22:14","T"
23209,"39556","3","100.3","119.94","10323",NULL,NULL,NULL,NULL,"2004-12-02 20:22:14","T"
23210,"39556","4",NULL,NULL,"10322","1",NULL,NULL,NULL,"2004-12-02 20:22:15","T"
23211,"39556","4",NULL,NULL,"10328",NULL,NULL,NULL,NULL,"2004-12-02 20:22:15","T"
23212,"39556","4","100.3","119.92","10323",NULL,NULL,NULL,NULL,"2004-12-02 20:22:15","T"
23213,"39556","5",NULL,NULL,"10325","1",NULL,NULL,NULL,"2004-12-02 20:22:16","T"
23214,"39556","5",NULL,NULL,"10327",NULL,NULL,NULL,NULL,"2004-12-02 20:22:16","T"
23215,"39556","5","100.3","120.05","10323",NULL,NULL,NULL,NULL,"2004-12-02 20:22:16","T"
23216,"39556","6",NULL,NULL,"10324","1",NULL,NULL,NULL,"2004-12-02 20:22:17","T"
23217,"39556","6",NULL,NULL,"10330",NULL,NULL,NULL,NULL,"2004-12-02 20:22:17","T"
23218,"39556","6","100.3","119.62","10327",NULL,NULL,NULL,NULL,"2004-12-02 20:22:17","T"
23219,"39692","12",NULL,NULL,"2065","1",NULL,NULL,NULL,"2004-12-02 20:22:17","T"
23220,"39692","12",NULL,NULL,"2065",NULL,NULL,NULL,NULL,"2004-12-02 20:22:18","T"
23221,"39692","12","76.6","92.03","2065",NULL,NULL,NULL,NULL,"2004-12-02 20:22:18","T"
23222,"39692","11",NULL,NULL,"2065","1",NULL,NULL,NULL,"2004-12-02 20:22:18","T"
23223,"39692","11",NULL,NULL,"2065",NULL,NULL,NULL,NULL,"2004-12-02 20:22:19","T"
23224,"39692","11","76.6","91.92","2065",NULL,NULL,NULL,NULL,"2004-12-02 20:22:19","T"
23225,"39692","10",NULL,NULL,"2065","1",NULL,NULL,NULL,"2004-12-02 20:22:19","T"
23226,"39692","10",NULL,NULL,"2065",NULL,NULL,NULL,NULL,"2004-12-02 20:22:20","T"
23227,"39692","10","76.6","91.94","2065",NULL,NULL,NULL,NULL,"2004-12-02 20:22:20","T"
23228,"39692","9",NULL,NULL,"2065","1",NULL,NULL,NULL,"2004-12-02 20:22:20","T"
23229,"39692","9",NULL,NULL,"2065",NULL,NULL,NULL,NULL,"2004-12-02 20:22:21","T"
23230,"39692","9","76.6","92.02","2065",NULL,NULL,NULL,NULL,"2004-12-02 20:22:21","T"
23231,"39692","8",NULL,NULL,"2065","1",NULL,NULL,NULL,"2004-12-02 20:22:21","T"
23232,"39692","8",NULL,NULL,"2065",NULL,NULL,NULL,NULL,"2004-12-02 20:22:21","T"
23233,"39692","8","76.6","92.05","2065",NULL,NULL,NULL,NULL,"2004-12-02 20:22:22","T"
23234,"39692","7",NULL,NULL,"2065","1",NULL,NULL,NULL,"2004-12-02 20:22:22","T"
23235,"39692","7",NULL,NULL,"2065",NULL,NULL,NULL,NULL,"2004-12-02 20:22:22","T"
23236,"39692","7","76.6","91.97","2065",NULL,NULL,NULL,NULL,"2004-12-02 20:22:23","T"
23237,"39692","6",NULL,NULL,"2065","1",NULL,NULL,NULL,"2004-12-02 20:22:23","T"
23238,"39692","6",NULL,NULL,"2065",NULL,NULL,NULL,NULL,"2004-12-02 20:22:23","T"
23239,"39692","6","76.6","91.91","2065",NULL,NULL,NULL,NULL,"2004-12-02 20:22:24","T"
23240,"39692","5",NULL,NULL,"2065","1",NULL,NULL,NULL,"2004-12-02 20:22:24","T"
23241,"39692","5",NULL,NULL,"2063",NULL,NULL,NULL,NULL,"2004-12-02 20:22:24","T"
23242,"39692","5","76.6","91.89","2065",NULL,NULL,NULL,NULL,"2004-12-02 20:22:24","T"
23243,"39692","4",NULL,NULL,"2065","1",NULL,NULL,NULL,"2004-12-02 20:22:25","T"
23244,"39692","4",NULL,NULL,"2065",NULL,NULL,NULL,NULL,"2004-12-02 20:22:25","T"
23245,"39692","4","76.6","92.1","2065",NULL,NULL,NULL,NULL,"2004-12-02 20:22:25","T"
23246,"39692","1",NULL,NULL,"2065","1",NULL,NULL,NULL,"2004-12-02 20:22:26","T"
23247,"39692","1",NULL,NULL,"2065",NULL,NULL,NULL,NULL,"2004-12-02 20:22:26","T"
23248,"39692","1","76.6","92.07","2065",NULL,NULL,NULL,NULL,"2004-12-02 20:22:26","T"
23249,"39692","3",NULL,NULL,"2063","1",NULL,NULL,NULL,"2004-12-02 20:22:27","T"
23250,"39692","3",NULL,NULL,"2065",NULL,NULL,NULL,NULL,"2004-12-02 20:22:27","T"
23251,"39692","3","76.6","91.98","2065",NULL,NULL,NULL,NULL,"2004-12-02 20:22:27","T"
23252,"39692","2",NULL,NULL,"2065","1",NULL,NULL,NULL,"2004-12-02 20:22:27","T"
23253,"39692","2",NULL,NULL,"2065",NULL,NULL,NULL,NULL,"2004-12-02 20:22:28","T"
23254,"39692","2","76.6","92.01","2065",NULL,NULL,NULL,NULL,"2004-12-02 20:22:28","T"
23255,"39279","4",NULL,NULL,"1528","1",NULL,NULL,NULL,"2004-12-02 20:22:28","T"
23256,"39279","4",NULL,NULL,"1529",NULL,NULL,NULL,NULL,"2004-12-02 20:22:29","T"
23257,"39279","4",NULL,NULL,"1528",NULL,NULL,NULL,NULL,"2004-12-02 20:22:29","T"
23258,"39279","4",NULL,NULL,"1528",NULL,NULL,NULL,NULL,"2004-12-02 20:22:29","T"
23259,"39279","4",NULL,NULL,"1529",NULL,NULL,NULL,NULL,"2004-12-02 20:22:30","T"
23260,"39279","4","76.6","94.56","1527",NULL,NULL,NULL,NULL,"2004-12-02 20:22:30","T"
23261,"39613",NULL,NULL,NULL,"5218","1",NULL,NULL,NULL,"2004-12-02 20:22:30","T"
23262,"39613",NULL,"128.5","140.31","5220",NULL,NULL,NULL,NULL,"2004-12-02 20:22:30","T"
23263,"39613",NULL,NULL,NULL,"5222","1",NULL,NULL,NULL,"2004-12-02 20:22:31","T"
23264,"39613",NULL,"128.5","140.29","5220",NULL,NULL,NULL,NULL,"2004-12-02 20:22:31","T"
23265,"39613",NULL,NULL,NULL,"5220","1",NULL,NULL,NULL,"2004-12-02 20:22:31","T"
23266,"39613",NULL,"128.5","140.38","5220",NULL,NULL,NULL,NULL,"2004-12-02 20:22:32","T"
23267,"39613",NULL,NULL,NULL,"5222","1",NULL,NULL,NULL,"2004-12-02 20:22:32","T"
23268,"39613",NULL,"128.5","140.35","5220",NULL,NULL,NULL,NULL,"2004-12-02 20:22:32","T"
23269,"39613",NULL,NULL,NULL,"5220","1",NULL,NULL,NULL,"2004-12-02 20:22:33","T"
23270,"39613",NULL,"128.5","140.28","5220",NULL,NULL,NULL,NULL,"2004-12-02 20:22:33","T"
23271,"39613",NULL,NULL,NULL,"5222","1",NULL,NULL,NULL,"2004-12-02 20:22:33","T"
23272,"39613",NULL,"128.4","140.33","5220",NULL,NULL,NULL,NULL,"2004-12-02 20:22:34","T"
23273,"39613",NULL,NULL,NULL,"5220","1",NULL,NULL,NULL,"2004-12-02 20:22:34","T"
23274,"39613",NULL,"128.5","140.27","5220",NULL,NULL,NULL,NULL,"2004-12-02 20:22:34","T"
23275,"39489",NULL,NULL,NULL,"5210","1",NULL,NULL,NULL,"2004-12-02 20:22:34","T"
23276,"39489",NULL,"128.5","144.27","5212",NULL,NULL,NULL,NULL,"2004-12-02 20:22:35","T"
23277,"39489",NULL,NULL,NULL,"5212","1",NULL,NULL,NULL,"2004-12-02 20:22:35","T"
23278,"39489",NULL,"128.5","144.32","5210",NULL,NULL,NULL,NULL,"2004-12-02 20:22:35","T"
23279,"39428",NULL,"128.5","144.19","4240","1",NULL,NULL,NULL,"2004-12-02 20:22:36","T"
23280,"39428",NULL,NULL,NULL,"4239","1",NULL,NULL,NULL,"2004-12-02 20:22:36","T"
23281,"39428",NULL,"128.5","144.23","4239",NULL,NULL,NULL,NULL,"2004-12-02 20:22:36","T"
23282,"39722",NULL,"128.5","144.37","4248","1",NULL,NULL,NULL,"2004-12-02 20:22:37","T"
23283,"38883",NULL,NULL,NULL,"3209","1",NULL,NULL,NULL,"2004-12-02 20:22:37","T"
23284,"38883",NULL,"150.6","168.66","3210",NULL,NULL,NULL,NULL,"2004-12-02 20:22:37","T"
23285,"38883",NULL,NULL,NULL,"3209","1",NULL,NULL,NULL,"2004-12-02 20:22:38","T"
23286,"38883",NULL,"150.6","168.71","3209",NULL,NULL,NULL,NULL,"2004-12-02 20:22:38","T"
23287,"38883",NULL,NULL,NULL,"3208","1",NULL,NULL,NULL,"2004-12-02 20:22:38","T"
23288,"38883",NULL,"150.6","168.67","3209",NULL,NULL,NULL,NULL,"2004-12-02 20:22:39","T"
23289,"39278",NULL,NULL,NULL,"3210","1",NULL,NULL,NULL,"2004-12-02 20:22:39","T"
23290,"39278",NULL,"150.6","168.73","3209",NULL,NULL,NULL,NULL,"2004-12-02 20:22:39","T"
23291,"39764",NULL,"76.4","82.43","593.27","1",NULL,NULL,NULL,"2004-12-02 20:22:39","T"
23292,"39764",NULL,"76.4","82.37","593.33","1",NULL,NULL,NULL,"2004-12-02 20:22:40","T"
23293,"39764",NULL,"76.4","82.53","593.16","1",NULL,NULL,NULL,"2004-12-02 20:22:40","T"
23294,"39764",NULL,"76.4","82.59","593.07","1",NULL,NULL,NULL,"2004-12-02 20:22:40","T"
23295,"39691",NULL,NULL,NULL,"2505","1",NULL,NULL,NULL,"2004-12-02 20:22:41","T"
23296,"39691",NULL,NULL,NULL,"2506",NULL,NULL,NULL,NULL,"2004-12-02 20:22:41","T"
23297,"39691",NULL,"100.4","120.2","2506",NULL,NULL,NULL,NULL,"2004-12-02 20:22:41","T"
23298,"39691",NULL,NULL,NULL,"2503","1",NULL,NULL,NULL,"2004-12-02 20:22:42","T"
23299,"39691",NULL,NULL,NULL,"2506",NULL,NULL,NULL,NULL,"2004-12-02 20:22:42","T"
23300,"39691",NULL,"100.4","120.32","2506",NULL,NULL,NULL,NULL,"2004-12-02 20:22:42","T"
23301,"39691",NULL,NULL,NULL,"2506","1",NULL,NULL,NULL,"2004-12-02 20:22:42","T"
23302,"39691",NULL,NULL,NULL,"2506",NULL,NULL,NULL,NULL,"2004-12-02 20:22:43","T"
23303,"39691",NULL,"100.4","120.18","2506",NULL,NULL,NULL,NULL,"2004-12-02 20:22:43","T"
23304,"39691",NULL,NULL,NULL,"2505","1",NULL,NULL,NULL,"2004-12-02 20:22:43","T"
23305,"39691",NULL,NULL,NULL,"2506",NULL,NULL,NULL,NULL,"2004-12-02 20:22:44","T"
23306,"39691",NULL,"100.4","120.15","2505",NULL,NULL,NULL,NULL,"2004-12-02 20:22:44","T"
23307,"39691",NULL,NULL,NULL,"2505","1",NULL,NULL,NULL,"2004-12-02 20:22:44","T"
23308,"39691",NULL,NULL,NULL,"2506",NULL,NULL,NULL,NULL,"2004-12-02 20:22:45","T"
23309,"39691",NULL,"100.4","120.19","2506",NULL,NULL,NULL,NULL,"2004-12-02 20:22:45","T"
23310,"39691",NULL,NULL,NULL,"2505","1",NULL,NULL,NULL,"2004-12-02 20:22:45","T"
23311,"39691",NULL,NULL,NULL,"2506",NULL,NULL,NULL,NULL,"2004-12-02 20:22:45","T"
23312,"39691",NULL,"100.4","120.22","2505",NULL,NULL,NULL,NULL,"2004-12-02 20:22:46","T"
23313,"39691",NULL,NULL,NULL,"2505","1",NULL,NULL,NULL,"2004-12-02 20:22:46","T"
23314,"39691",NULL,NULL,NULL,"2505",NULL,NULL,NULL,NULL,"2004-12-02 20:22:46","T"
23315,"39691",NULL,"100.4","120.29","2505",NULL,NULL,NULL,NULL,"2004-12-02 20:22:47","T"
23316,"39691",NULL,NULL,NULL,"2506","1",NULL,NULL,NULL,"2004-12-02 20:22:47","T"
23317,"39691",NULL,NULL,NULL,"2506",NULL,NULL,NULL,NULL,"2004-12-02 20:22:47","T"
23318,"39691",NULL,"100.4","120.36","2506",NULL,NULL,NULL,NULL,"2004-12-02 20:22:48","T"
23319,"39691",NULL,NULL,NULL,"2505","1",NULL,NULL,NULL,"2004-12-02 20:22:48","T"
23320,"39691",NULL,NULL,NULL,"2506",NULL,NULL,NULL,NULL,"2004-12-02 20:22:48","T"
23321,"39691",NULL,"100.4","120.39","2506",NULL,NULL,NULL,NULL,"2004-12-02 20:22:48","T"
23322,"39691",NULL,NULL,NULL,"2505","1",NULL,NULL,NULL,"2004-12-02 20:22:49","T"
23323,"39691",NULL,NULL,NULL,"2506",NULL,NULL,NULL,NULL,"2004-12-02 20:22:49","T"
23324,"39691",NULL,"100.4","120.38","2506",NULL,NULL,NULL,NULL,"2004-12-02 20:22:49","T"
23325,"1",NULL,"1.1","1.1","1.1",NULL,NULL,NULL,NULL,"2004-12-02 20:22:50","T"
23326,"39722",NULL,NULL,NULL,NULL,NULL,"0.778","8.14",NULL,"2004-12-03 05:59:14","T"
23327,"39722",NULL,NULL,NULL,NULL,NULL,"0.855",NULL,NULL,"2004-12-03 05:59:18","T"
23328,"39753",NULL,NULL,NULL,NULL,NULL,"0.809","8.76",NULL,"2004-12-03 08:03:18","T"
23329,"39754",NULL,NULL,NULL,NULL,NULL,"0.809","8.76",NULL,"2004-12-03 08:04:12","T"
23330,"39752",NULL,NULL,NULL,NULL,NULL,"1.37",NULL,NULL,"2004-12-03 08:57:25","T"
23331,"39752",NULL,NULL,NULL,NULL,NULL,"1.364","8.52",NULL,"2004-12-03 08:57:28","T"
23332,"39519",NULL,NULL,NULL,NULL,NULL,"1.88",NULL,NULL,"2004-12-03 09:05:42","T"
23333,"39519",NULL,NULL,NULL,NULL,NULL,"1.888","8.96",NULL,"2004-12-03 09:05:47","T"
23334,"39752","1",NULL,NULL,"9470",NULL,NULL,NULL,NULL,"2004-12-03 13:10:00","T"
23335,"39752","1",NULL,NULL,"9470",NULL,NULL,NULL,NULL,"2004-12-03 13:10:00","T"
23336,"39752","1","154.8","178.94","9470","1",NULL,NULL,NULL,"2004-12-03 13:10:00","T"
23337,"39752","2",NULL,NULL,"9470",NULL,NULL,NULL,NULL,"2004-12-03 13:10:01","T"
23338,"39752","2",NULL,NULL,"9470",NULL,NULL,NULL,NULL,"2004-12-03 13:10:01","T"
23339,"39752","2","154.8","179.19","9470","1",NULL,NULL,NULL,"2004-12-03 13:10:01","T"
23340,"39752","3",NULL,NULL,"9467",NULL,NULL,NULL,NULL,"2004-12-03 13:10:02","T"
23341,"39752","3",NULL,NULL,"9470",NULL,NULL,NULL,NULL,"2004-12-03 13:10:02","T"
23342,"39752","3","154.7","178.83","9469","1",NULL,NULL,NULL,"2004-12-03 13:10:02","T"
23343,"39752","4",NULL,NULL,"9470",NULL,NULL,NULL,NULL,"2004-12-03 13:10:03","T"
23344,"39752","4",NULL,NULL,"9470",NULL,NULL,NULL,NULL,"2004-12-03 13:10:03","T"
23345,"39752","4","154.8","179.22","9468","1",NULL,NULL,NULL,"2004-12-03 13:10:03","T"
23346,"39519","2",NULL,NULL,"967",NULL,NULL,NULL,NULL,"2004-12-03 13:10:04","T"
23347,"39519","2",NULL,NULL,"967",NULL,NULL,NULL,NULL,"2004-12-03 13:10:04","T"
23348,"39519","2","152.4","182.7","966","1",NULL,NULL,NULL,"2004-12-03 13:10:04","T"
23349,"39519","6",NULL,NULL,"968",NULL,NULL,NULL,NULL,"2004-12-03 13:10:04","T"
23350,"39519","6",NULL,NULL,"967",NULL,NULL,NULL,NULL,"2004-12-03 13:10:05","T"
23351,"39519","6","152.5","182.65","967","1",NULL,NULL,NULL,"2004-12-03 13:10:05","T"
23352,"39519","5",NULL,NULL,"967",NULL,NULL,NULL,NULL,"2004-12-03 13:10:05","T"
23353,"39519","5",NULL,NULL,"967",NULL,NULL,NULL,NULL,"2004-12-03 13:10:06","T"
23354,"39519","5","152.5","182.87","967","1",NULL,NULL,NULL,"2004-12-03 13:10:06","T"
23355,"39519","3",NULL,NULL,"967",NULL,NULL,NULL,NULL,"2004-12-03 13:10:06","T"
23356,"39519","3",NULL,NULL,"967",NULL,NULL,NULL,NULL,"2004-12-03 13:10:07","T"
23357,"39519","3","152.5","182.82","968","1",NULL,NULL,NULL,"2004-12-03 13:10:07","T"
23358,"39519","1",NULL,NULL,"967",NULL,NULL,NULL,NULL,"2004-12-03 13:10:07","T"
23359,"39519","1",NULL,NULL,"967",NULL,NULL,NULL,NULL,"2004-12-03 13:10:07","T"
23360,"39519","1","152.4","182.64","966","1",NULL,NULL,NULL,"2004-12-03 13:10:08","T"
23361,"39519","4",NULL,NULL,"967",NULL,NULL,NULL,NULL,"2004-12-03 13:10:08","T"
23362,"39519","4",NULL,NULL,"968",NULL,NULL,NULL,NULL,"2004-12-03 13:10:08","T"
23363,"39519","4","152.5","182.86","967","1",NULL,NULL,NULL,"2004-12-03 13:10:09","T"
23364,"39754",NULL,"77.4","89.8","27.2","1",NULL,NULL,NULL,"2004-12-03 13:10:09","T"
23365,"39754",NULL,"77.4","89.82","27.31","1",NULL,NULL,NULL,"2004-12-03 13:10:09","T"
23366,"1",NULL,"1.1","1.1","1.1",NULL,NULL,NULL,NULL,"2004-12-03 13:10:10","T"
23367,"39739",NULL,NULL,NULL,NULL,NULL,"3.78",NULL,NULL,"2004-12-03 19:46:16","T"
23368,"39739",NULL,NULL,NULL,NULL,NULL,"3.781","7.86",NULL,"2004-12-03 19:46:20","T"
23369,"39740",NULL,NULL,NULL,NULL,NULL,"1.692",NULL,NULL,"2004-12-03 19:49:09","T"
23370,"39740",NULL,NULL,NULL,NULL,NULL,"1.566","7.46",NULL,"2004-12-03 19:50:05","T"
23371,"39764","1","76.4","82.5","593.19","1",NULL,NULL,NULL,"2004-12-03 20:00:13","T"
23372,"39764","1","76.4","82.48","593.17","1",NULL,NULL,NULL,"2004-12-03 20:00:13","T"
23373,"39739","1",NULL,NULL,"1856","1",NULL,NULL,NULL,"2004-12-03 20:00:13","T"
23374,"39739","1",NULL,NULL,"1856",NULL,NULL,NULL,NULL,"2004-12-03 20:00:14","T"
23375,"39739","1","77.3","103.34","1856",NULL,NULL,NULL,NULL,"2004-12-03 20:00:14","T"
23376,"39739","1",NULL,NULL,"1856","1",NULL,NULL,NULL,"2004-12-03 20:00:14","T"
23377,"39739","1",NULL,NULL,"1856",NULL,NULL,NULL,NULL,"2004-12-03 20:00:15","T"
23378,"39739","1","77.3","103.37","1856",NULL,NULL,NULL,NULL,"2004-12-03 20:00:15","T"
23379,"39739","1",NULL,NULL,"1856","1",NULL,NULL,NULL,"2004-12-03 20:00:15","T"
23380,"39739","1",NULL,NULL,"1856",NULL,NULL,NULL,NULL,"2004-12-03 20:00:16","T"
23381,"39739","1","77.3","103.38","1856",NULL,NULL,NULL,NULL,"2004-12-03 20:00:16","T"
23382,"39739","1",NULL,NULL,"1855","1",NULL,NULL,NULL,"2004-12-03 20:00:16","T"
23383,"39739","1",NULL,NULL,"1856",NULL,NULL,NULL,NULL,"2004-12-03 20:00:16","T"
23384,"39739","1","77.3","103.44","1856",NULL,NULL,NULL,NULL,"2004-12-03 20:00:17","T"
23385,"39739","1",NULL,NULL,"1856","1",NULL,NULL,NULL,"2004-12-03 20:00:17","T"
23386,"39739","1",NULL,NULL,"1856",NULL,NULL,NULL,NULL,"2004-12-03 20:00:17","T"
23387,"39739","1","77.3","103.32","1856",NULL,NULL,NULL,NULL,"2004-12-03 20:00:18","T"
23388,"39739","1",NULL,NULL,"1856","1",NULL,NULL,NULL,"2004-12-03 20:00:18","T"
23389,"39739","1",NULL,NULL,"1856",NULL,NULL,NULL,NULL,"2004-12-03 20:00:18","T"
23390,"39739","1","77.3","103.29","1856",NULL,NULL,NULL,NULL,"2004-12-03 20:00:19","T"
23391,"39739","1",NULL,NULL,"1856","1",NULL,NULL,NULL,"2004-12-03 20:00:19","T"
23392,"39739","1",NULL,NULL,"1856",NULL,NULL,NULL,NULL,"2004-12-03 20:00:19","T"
23393,"39739","1","77.3","103.34","1856",NULL,NULL,NULL,NULL,"2004-12-03 20:00:19","T"
23394,"39739","1",NULL,NULL,"1856","1",NULL,NULL,NULL,"2004-12-03 20:00:20","T"
23395,"39739","1",NULL,NULL,"1856",NULL,NULL,NULL,NULL,"2004-12-03 20:00:20","T"
23396,"39739","1","77.3","103.35","1856",NULL,NULL,NULL,NULL,"2004-12-03 20:00:20","T"
23397,"39739","1",NULL,NULL,"1856","1",NULL,NULL,NULL,"2004-12-03 20:00:21","T"
