"client","order_fabrication_id","interior_diameter","interior_diameterx","diamter_exterior","diamter_exteriorx","length","lengthp","flat_crush","flat_crushp","h2o","humidité (_)","date contrôle","mois","trial358"
"NORSKE SKOG GOLBEY","906181","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.412","7","7.37","2012-11-27 00:00:00",201211,"T"
"NORSKE SKOG GOLBEY","906317","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.403","7","7.33","2012-11-30 00:00:00",201211,"T"
"NORSKE SKOG GOLBEY","906363","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.674","7","7","2012-12-13 00:00:00",201212,"T"
"NORSKE SKOG GOLBEY","906494","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.779","7","7.75","2012-12-14 00:00:00",201212,"T"
"NORSKE SKOG GOLBEY","906582","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.83","7","7.81","2012-12-22 00:00:00",201212,"T"
"NORSKE SKOG GOLBEY","906581","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.694","7","7.85","2012-12-22 00:00:00",201212,"T"
"NORSKE SKOG GOLBEY","906583","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.464","7","7.84","2012-12-28 00:00:00",201212,"T"
"NORSKE SKOG GOLBEY","906631","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.51","7","7.19","2013-01-07 00:00:00",201301,"T"
"NORSKE SKOG GOLBEY","906663","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.336","7","7.76","2013-01-11 00:00:00",201301,"T"
"NORSKE SKOG GOLBEY","906717","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.252","7","7.56","2013-01-31 00:00:00",201301,"T"
"NORSKE SKOG GOLBEY","906717","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.349","7","7.34","2013-01-31 00:00:00",201301,"T"
"NORSKE SKOG GOLBEY","906784","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.325","7","7.86","2013-01-21 00:00:00",201301,"T"
"NORSKE SKOG GOLBEY","906922","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.871","7","7.08","2013-01-31 00:00:00",201301,"T"
"NORSKE SKOG GOLBEY","906974","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.471","7","7.13","2013-02-08 00:00:00",201302,"T"
"NORSKE SKOG GOLBEY","906952","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.271","7","7.15","2013-02-11 00:00:00",201302,"T"
"NORSKE SKOG GOLBEY","906951","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.315","7","7.24","2013-02-15 00:00:00",201302,"T"
"NORSKE SKOG GOLBEY","907029","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.172","7","7.26","2013-02-22 00:00:00",201302,"T"
"NORSKE SKOG GOLBEY","907030","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.349","7","7.11","2013-03-06 00:00:00",201303,"T"
"NORSKE SKOG GOLBEY","907030","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.017","7","7.01","2013-03-06 00:00:00",201303,"T"
"NORSKE SKOG GOLBEY","907169","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.019","7","7.28","2013-03-01 00:00:00",201303,"T"
"NORSKE SKOG GOLBEY","907147","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.074","7","6.42","2013-03-12 00:00:00",201303,"T"
"NORSKE SKOG GOLBEY","907146","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.156","7","6.48","2013-03-07 00:00:00",201303,"T"
"NORSKE SKOG GOLBEY","907437","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.221","7","6.37","2013-03-12 00:00:00",201303,"T"
"NORSKE SKOG GOLBEY","910860","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.624","7","6.64","2014-02-25 00:00:00",201402,"T"
"NORSKE SKOG GOLBEY","913136","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.521","7","6.86","2014-09-03 00:00:00",201409,"T"
"NORSKE SKOG GOLBEY","913135","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.528","7","6.98","2014-09-01 00:00:00",201409,"T"
"NORSKE SKOG GOLBEY","913491","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.62","7","7.36","2014-10-20 00:00:00",201410,"T"
"NORSKE SKOG GOLBEY","913491","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.816","7","7.22","2014-10-20 00:00:00",201410,"T"
"NORSKE SKOG GOLBEY","913652","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.519","7","7.26","2014-10-13 00:00:00",201410,"T"
"NORSKE SKOG GOLBEY","913798","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.756","7","7.15","2014-10-23 00:00:00",201410,"T"
"NORSKE SKOG GOLBEY","913793","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.591","7","7.28","2014-10-20 00:00:00",201410,"T"
"NORSKE SKOG GOLBEY","913871","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.756","7","7.3","2014-11-04 00:00:00",201411,"T"
"NORSKE SKOG GOLBEY","913914","76.5",NULL,"106.5",NULL,"8820",NULL,"3","4.103","7","6.26","2014-11-25 00:00:00",201411,"T"
"NORSKE SKOG GOLBEY","914041","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.745","7","6.75","2014-11-17 00:00:00",201411,"T"
