"N°","Date_du_Jour","Client","Longueur_P__mm_","Diamètre_intérieur_P__mm_","Diamètre_extérieur_P__mm_","Flat_Crush_P__kN_","%H2O_P","Longueur_Ts__mm_","Diamètre_intérieur_Ts__mm_","Diamètre_extérieur_Ts__mm_","Flat_Crush_Ts__kN_","%H2O_Ts","Longueur_Ti__mm_","Diamètre_intérieur_Ti__mm_","Diamètre_extérieur_Ti__mm_","Flat_Crush_Ti__kN_","%H2O_Ti","Qualité","Validation_spécification"
5808,2004-08-02,"LAHNSTEIN ",2000,76.2,93,0.93,9,5,0.3,0.4,0.093,1,5,0,0.4,0.093,1,"",-1
5809,2004-08-02,"LAHNSTEIN ",1800,76.2,104.2,2.16,9,5,0.3,0.5,0.216,1,5,0,0.5,0.216,1,"",-1
5810,2004-08-02,"LAHNSTEIN ",2000,76.2,104.2,2.16,9,5,0.3,0.5,0.216,1,5,0,0.5,0.216,1,"",-1
5811,2004-08-02,"LAHNSTEIN ",2080,76.2,104.2,2.16,9,5,0.3,0.5,0.216,1,5,0,0.5,0.216,1,"",-1
5812,2004-08-02,"LAHNSTEIN ",2000,150.2,164.2,0.69,9,5,0.2,0.4,0.069,1,5,0.2,0.4,0.069,1,"",-1
5813,2004-08-02,"LAHNSTEIN ",2000,150.2,170.2,1.08,9,5,0.2,0.4,0.108,1,5,0.2,0.4,0.108,1,"",-1
5814,2004-08-02,"LAHNSTEIN ",1800,150.2,178.2,1.57,9,5,0.2,0.5,0.157,1,5,0.2,0.5,0.157,1,"",-1
5815,2004-08-02,"LAHNSTEIN ",2000,150.2,178.2,1.57,9,5,0.2,0.5,0.157,1,5,0.2,0.5,0.157,1,"",-1
5816,2004-08-02,"LAHNSTEIN ",2000,204,234,1.08,9,5,0.2,0.5,0.108,1,5,0.2,0.5,0.108,1,"",-1
5817,2004-08-02,"LAHNSTEIN ",1060,204,234,1.08,9,2,0.2,0.5,0.108,1,2,0.2,0.5,0.108,1,"",-1
5818,2004-08-02,"LAHNSTEIN ",2000,70.2,87,0.93,9,5,0.2,0.4,0.093,1,5,0.2,0.4,0.093,1,"",-1
5819,2004-08-02,"LAHNSTEIN ",1060,70.2,87,0.93,9,2,0.2,0.4,0.093,1,2,0.2,0.4,0.093,1,"",-1
5820,2004-08-02,"LE FEUTRE",2000,65.5,69.5,0,9,5,0.2,0.4,0,1,5,0.2,0.4,0,1,"",-1
5821,2004-08-02,"LE FEUTRE",2150,65.5,69.5,0,9,5,0.2,0.4,0,1,5,0.2,0.4,0,1,"",-1
5822,2004-08-02,"LE FEUTRE",2000,65.5,73.5,0,9,5,0.2,0.4,0,1,5,0.2,0.4,0,1,"",-1
5823,2004-08-02,"LEINFELDER ",2100,70,90,1.8,8,20,0.8,0.4,0.18,1,0,-0.3,0.4,0.18,1,"",-1
5824,2004-08-02,"LEINFELDER ",2100,77,97,1.8,8,20,0,0.4,0.18,1,0,0.3,0.4,0.18,1,"",-1
5825,2004-08-02,"LEINFELDER ",2100,150,170,1.3,8,20,0.8,0.4,0.13,1,0,-0.3,0.4,0.13,1,"",-1
5826,2004-08-02,"LEIPA",5000,76.5,96,2.5,9,10,0.2,0.4,0.25,1,10,0.2,0.4,0.25,1,"",-1
5827,2004-08-02,"LEIPA",4520,100.5,120,1.2,9,10,0.2,0.5,0.12,1,10,0.2,0.5,0.12,1,"",-1
5828,2004-08-02,"LONY",2110,70,90,0,8,12,0.8,0.3,0,1,0,-0.2,0.5,0,1,"",-1
5829,2004-08-02,"LONY",2110,76,96,0,8,12,0.5,0.3,0,1,0,0,0.5,0,1,"",-1
5830,2004-08-02,"LONY",1600,152,168,0,8,8,0.8,0.4,0,1,0,0,0.4,0,1,"",-1
5831,2004-08-02,"LONY",1600,152,168,0,8,8,0.8,0.4,0,1,0,0,0.4,0,1,"",-1
5832,2004-08-02,"Martin Guillemin Papeterie",2360,100,112,0.9,9,0,0.5,0.5,0,1,5,0,0.5,0,1,"",-1
5833,2004-08-02,"Martin Guillemin Papeterie",2520,100,112,0.9,9,0,0.5,0.5,0,1,5,0,0.5,0,1,"",-1
5834,2004-08-02,"M&F RAMBERVILLERS ",1000,50,63,0.9,8,10,0.2,0.5,0.09,0,0,0.2,0.5,0.09,0,"",-1
5835,2004-08-02,"M&F RAMBERVILLERS ",2150,70.5,100,2.25,8,10,0.2,0.5,0.225,0,0,0.2,0.5,0.225,0,"",-1
5836,2004-08-02,"M&F RAMBERVILLERS ",2150,70.5,106,2.9,8,10,0.2,0.5,0.29,0,0,0.2,0.5,0.29,0,"",-1
5837,2004-08-02,"M&F RAMBERVILLERS ",2150,76.5,106,2.15,8,10,0.2,0.5,0.215,0,0,0.2,0.5,0.215,0,"",-1
5838,2004-08-02,"M&F RAMBERVILLERS ",2760,100.5,130,1.8,8,10,0.2,0.5,0.18,0,0,0.2,0.5,0.18,0,"",-1
5839,2004-08-02,"M&F RAMBERVILLERS ",2150,150.5,180,1.45,8,10,0.2,0.5,0.145,0,0,0.2,0.5,0.145,0,"",-1
5840,2004-08-02,"M&F RAMBERVILLERS ",3100,70.5,100,2.25,8,16,0.2,0.5,0.225,0,0,0.2,0.5,0.225,0,"",-1
5841,2004-08-02,"M&F RAMBERVILLERS ",3100,70.5,106,2.9,8,16,0.2,0.5,0.29,0,0,0.2,0.5,0.29,0,"",-1
5842,2004-08-02,"M&F RAMBERVILLERS ",3100,76.5,106,2.15,8,16,0.2,0.5,0.215,0,0,0.2,0.5,0.215,0,"",-1
5843,2004-08-02,"M&F RAMBERVILLERS ",3100,100.5,130,1.8,8,16,0.2,0.5,0.18,0,0,0.2,0.5,0.18,0,"",-1
5844,2004-08-02,"M&F RAMBERVILLERS ",3100,120.5,150,1.6,8,16,0.2,0.5,0.16,0,0,0.2,0.5,0.16,0,"",-1
5845,2004-08-02,"M&F RAMBERVILLERS ",3100,150.5,180,1.45,8,16,0.2,0.5,0.145,0,0,0.2,0.5,0.145,0,"",-1
5846,2004-08-02,"M&F RAMBERVILLERS ",3100,152,182,1.45,8,16,0.2,0.5,0.145,0,0,0.2,0.5,0.145,0,"",-1
5847,2004-08-02,"M&F RAMBERVILLERS ",3100,203,243,1.7,8,16,0.3,1,0.17,0,0,0.3,1,0.17,0,"",-1
5848,2004-08-02,"M&F RAON",1000,50,63,0.9,7,10,0.2,0.5,0.09,0,0,0.2,0.5,0.09,0,"",-1
5849,2004-08-02,"M&F RAON",2150,70.5,100,2.25,7,10,0.2,0.5,0.225,0,0,0.2,0.5,0.225,0,"",-1
5850,2004-08-02,"M&F RAON",2150,70.5,106,2.9,7,10,0.2,0.5,0.29,0,0,0.2,0.5,0.29,0,"",-1
5851,2004-08-02,"M&F RAON",2150,76.5,106,2.15,7,10,0.2,0.5,0.215,0,0,0.2,0.5,0.215,0,"",-1
5852,2004-08-02,"M&F RAON",2760,100.5,130,1.8,7,10,0.2,0.5,0.18,0,0,0.2,0.5,0.18,0,"",-1
5853,2004-08-02,"M&F RAON",2150,150.5,180,1.45,7,10,0.2,0.5,0.145,0,0,0.2,0.5,0.145,0,"",-1
5854,2004-08-02,"M&F RAON",3100,70.5,100,2.25,7,16,0.2,0.5,0.225,0,0,0.2,0.5,0.225,0,"",-1
5855,2004-08-02,"M&F RAON",3100,70.5,106,2.9,7,16,0.2,0.5,0.29,0,0,0.2,0.5,0.29,0,"",-1
5856,2004-08-02,"M&F RAON",3100,76.5,106,2.15,7,16,0.2,0.5,0.215,0,0,0.2,0.5,0.215,0,"",-1
5857,2004-08-02,"M&F RAON",3100,100.5,130,1.8,7,16,0.2,0.5,0.18,0,0,0.2,0.5,0.18,0,"",-1
5858,2004-08-02,"M&F RAON",3100,120.5,150,1.6,7,16,0.2,0.5,0.16,0,0,0.2,0.5,0.16,0,"",-1
5859,2004-08-02,"M&F RAON",3100,150.5,180,1.45,7,16,0.2,0.5,0.145,0,0,0.2,0.5,0.145,0,"",-1
5860,2004-08-02,"M&F RAON",3100,152,182,1.45,7,16,0.2,0.5,0.145,0,0,0.2,0.5,0.145,0,"",-1
5861,2004-08-02,"M&F RAON",3100,203,243,1.7,7,16,0.3,1,0.17,0,0,0.3,1,0.17,0,"",-1
5862,2004-08-02,"M&F TÜRCKHEIM",750,50.3,60.3,0.6,10,1.5,0.3,0.5,0.06,0,1.5,0.3,0.5,0.06,0,"",-1
5863,2004-08-02,"M&F TÜRCKHEIM",2600,76.5,106.5,2.3,8,5,0.2,0.3,0,0,5,0.2,0.3,0,0,"",-1
5864,2004-08-02,"M&F TÜRCKHEIM",3450,76.5,106.5,2.3,8,5,0.2,0.3,0,0,5,0.2,0.3,0,0,"",-1
5865,2004-08-02,"MET-LUX",2310,152.4,168.4,0.59,8,7,0.3,0.4,0,1,7,0,0.4,0,1,"",-1
5866,2004-08-02,"METTLER",2150,76.7,102,2.19,9,5,0.2,0.5,0,1,5,0.2,0.5,0,1,"",-1
5867,2004-08-02,"METTLER",1100,152.4,192.4,1.86,9,4,0.2,0.5,0.186,1,4,0.2,0.5,0.186,1,"",-1
5868,2004-08-02,"METTLER",1100,150.4,190,1.86,9,4,0.2,0.5,0.186,1,4,0.2,0.5,0.186,1,"",-1
5869,2004-08-02,"METTLER",1850,77.4,103.4,4,8,6,0.2,0.4,0.4,0,0,0.2,0.4,0.4,0,"",-1
5870,2004-08-02,"METTLER",2150,77.4,103.4,2.2,9,5,0.2,0.5,0,1,5,0.2,0.5,0,1,"",-1
5871,2004-08-02,"MIMA",262,77.2,98,1.13,9,1,0.2,0.5,0,0,1,0.2,0.5,0,0,"",-1
5872,2004-08-02,"MIMA",266,77.2,98,1.13,9,1,0.2,0.5,0,0,1,0.2,0.5,0,0,"",-1
5873,2004-08-02,"MIMA",312,77.2,98,1.13,9,1,0.2,0.5,0,0,1,0.2,0.5,0,0,"",-1
5874,2004-08-02,"MIMA",316,77.2,98,1.13,9,1,0.2,0.5,0,0,1,0.2,0.5,0,0,"",-1
5875,2004-08-02,"MIMA",362,77.2,98,1.13,9,1,0.2,0.5,0,0,1,0.2,0.5,0,0,"",-1
5876,2004-08-02,"MIMA",366,77.2,98,1.13,9,1,0.2,0.5,0,0,1,0.2,0.5,0,0,"",-1
5877,2004-08-02,"MIMA",412,77.2,98,1.13,9,1,0.2,0.5,0,0,1,0.2,0.5,0,0,"",-1
5878,2004-08-02,"MIMA",416,77.2,98,1.13,9,1,0.2,0.5,0,0,1,0.2,0.5,0,0,"",-1
5879,2004-08-02,"MIMA",462,77.2,98,1.13,9,1,0.2,0.5,0,0,1,0.2,0.5,0,0,"",-1
5880,2004-08-02,"MIMA",512,77.2,98,1.13,9,1,0.2,0.5,0,0,1,0.2,0.5,0,0,"",-1
5881,2004-08-02,"MIMA",516,77.2,98,1.13,9,1,0.2,0.5,0,0,1,0.2,0.5,0,0,"",-1
5882,2004-08-02,"MIMA",770,77.2,98,1.13,9,1.5,0.2,0.5,0,0,1.5,0.2,0.5,0,0,"",-1
5883,2004-08-02,"MIMA",1020,77.2,98,1.13,9,2,0.2,0.5,0,0,2,0.2,0.5,0,0,"",-1
5884,2004-08-02,"MIMA",1070,77.2,98,1.13,9,2,0.2,0.5,0,0,2,0.2,0.5,0,0,"",-1
5885,2004-08-02,"MIMA",1270,77.2,98,1.13,9,2,0.2,0.5,0,0,2,0.2,0.5,0,0,"",-1
5886,2004-08-02,"MIMA",1520,77.2,98,1.13,9,2,0.2,0.5,0,0,2,0.2,0.5,0,0,"",-1
5887,2004-08-02,"MIMA",1770,77.2,98,1.13,9,2,0.2,0.5,0,0,2,0.2,0.5,0,0,"",-1
5888,2004-08-02,"MOBIL PLASTICS",120,120.5,136,0.78,8,1,0.2,0.4,0,1,-0.5,0.2,0.4,0,1,"",-1
5889,2004-08-02,"MOBIL PLASTICS",3000,152.8,168.8,0.59,8,5,0.2,0.4,0,1,5,0.2,0.4,0,1,"",-1
5890,2004-08-02,"MOBIL PLASTICS",122,76.6,95,1.08,8,1,0.2,0.4,0,1,-0.5,0.2,0.4,0,1,"",-1
5891,2004-08-02,"MOBIL PLASTICS",119,76.6,95,1.08,8,1,0.2,0.4,0,1,-0.5,0.2,0.4,0,1,"",-1
5892,2004-08-02,"MOBIL PLASTICS",117,76.6,95,1.08,8,1,0.2,0.4,0,1,-0.5,0.2,0.4,0,1,"",-1
5893,2004-08-02,"MOBIL PLASTICS",3000,76.6,95,1.08,8,5,0.2,0.4,0,1,5,0.2,0.4,0,1,"",-1
5894,2004-08-02,"M-REAL STOCKSTADT",5480,150.8,170.5,1.77,8,20,0.2,0.4,0.177,1,0,0.2,0.4,0.177,1,"",-1
5895,2004-08-02,"M-REAL STOCKSTADT",2700,76.8,97.8,2.75,8,20,0.1,0.2,0.275,1,0,0.1,0.2,0.275,1,"",-1
5896,2004-08-02,"M-REAL STOCKSTADT",2700,70.8,97.8,3.92,8,20,0.1,0.2,0.392,1,0,0.1,0.2,0.392,1,"",-1
5897,2004-08-02,"M-REAL STOCKSTADT",2400,70.8,97.8,3.92,8,20,0.1,0.2,0.392,1,0,0.1,0.2,0.392,1,"",-1
5898,2004-08-02,"M-REAL STOCKSTADT",2700,150.8,170.5,1.77,8,20,0.2,0.4,0.177,1,0,0.2,0.4,0.177,1,"",-1
5899,2004-08-02,"MONDO",1000,128.5,140,0.39,9,5,0.2,0.5,0.039,1,5,0.2,0.5,0.039,1,"",-1
5900,2004-08-02,"MONDO",1220,128.5,140,0.39,9,5,0.2,0.5,0.039,1,5,0.2,0.5,0.039,1,"",-1
5901,2004-08-02,"MONDO",1500,128.5,140,0.39,9,5,0.2,0.5,0.039,1,5,0.2,0.5,0.039,1,"",-1
5902,2004-08-02,"MONDO",1830,128.5,140,0.39,9,5,0.2,0.5,0.039,1,5,0.2,0.5,0.039,1,"",-1
5903,2004-08-02,"MONDO",1930,128.5,140,0.39,9,5,0.2,0.5,0.039,1,5,0.2,0.5,0.039,1,"",-1
5904,2004-08-02,"MONDO",2000,128.5,140,0.39,9,5,0.2,0.5,0.039,1,5,0.2,0.5,0.039,1,"",-1
5905,2004-08-02,"TREOFAN",3000,152.5,168,0.7,9,9,0.2,0.4,0.07,1,9,0.2,0.4,0.07,1,"",-1
5906,2004-08-02,"TREOFAN",3000,76.5,91.5,0.9,9,9,0.2,0.4,0.09,1,9,0.2,0.4,0.09,1,"",-1
5907,2004-08-02,"TREOFAN",184,76.5,91.5,0.9,9,0.5,0.2,0.4,0.09,1,0.5,0.2,0.4,0.09,1,"",-1
5908,2004-08-02,"TREOFAN",243,76.5,91.5,0.9,9,0.5,0.2,0.4,0.09,1,0.5,0.2,0.4,0.09,1,"",-1
5909,2004-08-02,"TREOFAN",3000,76.5,98.5,1.5,9,9,0.2,0.4,0.15,1,9,0.2,0.4,0.15,1,"",-1
5911,2004-08-02,"TREOFAN",980,152.5,168.5,0.7,9,1,0.2,0.4,0.07,1,1,0.2,0.4,0.07,1,"",-1
5912,2004-08-02,"TREOFAN",1620,152.5,168.5,0.7,9,1,0.2,0.4,0.07,1,1,0.2,0.4,0.07,1,"",-1
5913,2004-08-02,"MOREAU",2800,77.2,101.2,1.96,8,10,0.3,0.5,0.196,1,0,0.3,0.5,0.196,1,"",-1
5914,2004-08-02,"MOREAU",2800,77.2,106.4,2.26,8,10,0.3,0.5,0.226,1,0,0.3,0.5,0.226,1,"",-1
5915,2004-08-02,"MOREAU",2000,152.8,182.4,2.06,8,10,0.2,0.4,0.206,1,10,0.2,0.4,0.206,1,"",-1
5916,2004-08-02,"NOVACARE",2050,48,57.5,0.5,9,5,0.2,0.3,0.05,1,5,0.2,0.3,0.05,1,"",-1
5917,2004-08-02,"NOVACARE",3600,70.5,100,2.1,8,20,0.2,0.4,0.21,1,0,0,0.4,0.21,1,"",-1
5918,2004-08-02,"NOVACARE",3600,76.7,100,1.6,8,20,0.2,0.4,0.16,1,0,0.2,0.4,0.16,1,"",-1
5919,2004-08-02,"NOVACARE",2000,150.2,178,1.4,8,10,0.2,0.5,0.14,1,0,0.2,0.5,0.14,1,"",-1
5920,2004-08-02,"NOVACARE",3580,150.2,178,1.4,8,20,0.2,0.5,0.14,1,0,0.2,0.5,0.14,1,"",-1
5921,2004-08-02,"NOVACARE",3580,151.8,178,1.1,8,20,0.2,0.5,0.11,1,0,0.2,0.5,0.11,1,"",-1
5922,2004-08-02,"NOVACARE",2010,200,240,2.2,9,0,0.3,0.5,0.22,1,10,0.3,0.5,0.22,1,"",-1
5923,2004-08-02,"NOVACARE",2690,254.5,290,1.4,8,5,0.3,1.5,0.14,1,5,0.3,1.5,0.14,1,"",-1
5924,2004-08-02,"NOVACARE",1800,254.5,290,1.4,8,5,0.3,1.5,0.14,1,5,0.3,1.5,0.14,1,"",-1
5925,2004-08-02,"MUNKSJO ",1650,70,100,2.75,8,5,0.6,0.4,0.275,0,5,0,0.4,0.275,0,"",-1
5926,2004-08-02,"MUNKSJO ",2250,70,100,2.75,8,5,0.6,0.4,0.275,0,5,0,0.4,0.275,0,"",-1
5927,2004-08-02,"MUNKSJO ",1650,76,106,2.7,8,5,0.5,0.5,0.27,0,5,0,0.5,0.27,0,"",-1
5928,2004-08-02,"MUNKSJO ",1900,76,106,2.7,8,5,0.5,0.5,0.27,0,5,0,0.5,0.27,0,"",-1
5929,2004-08-02,"MUNKSJO ",2100,76,106,2.7,8,5,0.5,0.5,0.27,0,5,0,0.5,0.27,0,"",-1
5930,2004-08-02,"MUNKSJO ",2250,76,106,2.7,8,5,0.5,0.5,0.27,0,5,0,0.5,0.27,0,"",-1
5931,2004-08-02,"MUNKSJO ",2700,76,106,2.7,8,5,0.5,0.5,0.27,0,5,0,0.5,0.27,0,"",-1
5932,2004-08-02,"MUNKSJO ",2710,76,106,2.7,8,5,0.5,0.5,0.27,0,5,0,0.5,0.27,0,"",-1
5933,2004-08-02,"MUNKSJO ",2720,76,106,2.7,8,5,0.5,0.5,0.27,0,5,0,0.5,0.27,0,"",-1
5934,2004-08-02,"MUNKSJO ",2200,150,180,1.96,8,5,0.5,0.5,0.196,0,5,0,0.5,0.196,0,"",-1
5935,2004-08-02,"MUNKSJO ",1650,150,180,1.96,8,5,0.5,0.5,0.196,0,5,0,0.5,0.196,0,"",-1
5936,2004-08-02,"MUNKSJO ",1900,150,180,1.96,8,5,0.5,0.5,0.196,0,5,0,0.5,0.196,0,"",-1
5937,2004-08-02,"MUNKSJO ",2700,150,180,1.96,8,5,0.5,0.5,0.196,0,5,0,0.5,0.196,0,"",-1
5938,2004-08-02,"NORSKE SKOG WALSUM",7400,76.5,106.5,4.4,8,30,0.15,0.8,0.44,0,0,0.15,0,0.44,1,"",-1
5939,2004-08-02,"NORSKE SKOG WALSUM",7400,76.5,106.5,5.6,8,30,0.15,0.8,0,0,0,0.15,0,0,1,"",-1
5940,2004-08-02,"NORSKE SKOG WALSUM",6000,150.4,176.4,3.36,8,30,0.2,0.5,0,0,0,0.2,0.5,0,1,"",-1
5941,2004-08-02,"NORSKE SKOG WALSUM",7400,150.4,176.4,3.36,8,30,0.2,0.4,0,0,0,0.2,0.4,0,1,"",-1
5942,2004-08-02,"NORSKE SKOG WALSUM",2440,100.5,120,1.18,9,6,0.2,0.4,0.118,1,6,0.2,0.4,0.118,1,"",-1
5943,2004-08-02,"OWENS CORNING",1700,102.1,110.1,0.31,9,-2,0.5,0.3,0.031,1,10,0.5,0.3,0.031,1,"",-1
5944,2004-08-02,"OWENS CORNING",1830,102.1,110.1,0.31,9,-2,0.5,0.3,0.031,1,11,0.5,0.3,0.031,1,"",-1
5945,2004-08-02,"OWENS CORNING",1830,102.1,108.1,0.31,9,-2,0.5,0.3,0.031,1,11,0.5,0.3,0.031,1,"",-1
5946,2004-08-02,"OWENS CORNING",2600,102.1,110.1,0.31,9,-2,0.5,0.3,0.031,1,15,0.5,0.3,0.031,1,"",-1
5947,2004-08-02,"OWENS CORNING",1300,102.1,110.1,0.31,9,5,0.5,0.3,0.031,1,5,0.5,0.3,0.031,1,"",-1
5948,2004-08-02,"OWENS CORNING",1000,102.1,110.1,0.31,9,5,0.5,0.3,0.031,1,5,0.5,0.3,0.031,1,"",-1
5949,2004-08-02,"PALM ELTMANN",8300,76.5,106.5,3.8,8,50,0.2,0.5,0.38,0,0,0.2,0.5,0.38,0,"",-1
5950,2004-08-02,"PALM ELTMANN",5770,76.5,106.5,3.8,8,15,0.2,0.5,0.38,0,0,0.2,0.5,0.38,0,"",-1
5951,2004-08-02,"PALM AALEN",1600,101,121,1.1,8,20,0.9,0.2,0.11,1,-10,-0.5,0.6,0.11,1,"",-1
5952,2004-08-02,"PALM AALEN",2100,101,121,1.1,8,20,0.9,0.2,0.11,1,-10,-0.5,0.6,0.11,1,"",-1
5953,2004-08-02,"PALM AALEN",2200,101,121,1.1,8,20,0.9,0.2,0.11,1,-10,-0.5,0.6,0.11,1,"",-1
5954,2004-08-02,"PALM AALEN",2450,101,121,1.1,8,20,0.9,0.2,0.11,1,-10,-0.5,0.6,0.11,1,"",-1
5955,2004-08-02,"PALM AALEN",2500,101,121,1.1,8,10,0.9,0.2,0.11,1,0,-0.5,0.6,0.11,1,"",-1
5956,2004-08-02,"PALM AALEN",2500,101,131,2,8,10,0.9,0,0,1,0,-0.5,1,0,1,"",-1
5957,2004-08-02,"PAPETERIES CHATELLES",1900,150.2,180,1.47,8,4,0.2,0.5,0.147,1,4,0.2,0.5,0.147,1,"",-1
5958,2004-08-02,"PARENCO",8600,76.6,106.5,2.94,7,40,0.1,0.5,0,1,0,0.2,0.5,0,1,"",-1
5959,2004-08-02,"PFLEIDERER TEISNACH ",2300,150,174,1.2,8,5,0.5,0.3,0.12,1,5,0,0.3,0.12,1,"",-1
5960,2004-08-02,"PFLEIDERER TEISNACH ",2300,70,100,2.4,8,5,0.6,0.3,0.24,1,5,0,0.3,0.24,1,"",-1
5961,2004-08-02,"PFLEIDERER TEISNACH ",2300,70,90,1.4,8,5,0.6,0.3,0.14,1,5,0,0.3,0.14,1,"",-1
5962,2004-08-02,"PLASTIJO",4700,77.4,96.4,1.96,9,10,0,0.4,0.196,1,0,0.5,0.4,0.196,1,"",-1
5963,2004-08-02,"PLASTIJO",4650,70.5,94.5,1.47,9,10,0.3,0.5,0,1,0,0.1,0.5,0,1,"",-1
5964,2004-08-02,"PLASTIJO",2600,77.4,107.3,2.35,9,10,0,0,0.235,1,0,0.5,0.8,0.235,1,"",-1
5965,2004-08-02,"RENOLIT ",462,76.6,92.6,1.2,8,2,0.4,0.6,0.12,1,0,0.1,0.6,0.12,1,"",-1
5966,2004-08-02,"RENOLIT ",2060,152,182,3,9,10,0.5,0.6,0.3,0,0,0,0.6,0.3,0,"",-1
5967,2004-08-02,"RENOLIT ",1500,76.6,92.7,1.2,9,5,0.4,0.6,0.12,0,0,0.1,0.6,0.12,0,"",-1
5968,2004-08-02,"RENOLIT ",2100,152,182,3,9,10,0.5,0.6,0.3,0,0,0,0.6,0.3,0,"",-1
5969,2004-08-02,"RENOLIT ",2000,76.6,92.7,1.2,9,5,0.4,0.6,0.12,0,0,0.1,0.6,0.12,0,"",-1
5970,2004-08-02,"RENOLIT ",1030,76.6,112.6,3.2,8,5,0.4,0.6,0.32,0,0,0.1,0.6,0.32,0,"",-1
5971,2004-08-02,"RENOLIT ",1700,76.6,92.7,1.2,9,5,0.4,0.6,0.12,0,0,0.1,0.6,0.12,0,"",-1
5972,2004-08-02,"RENOLIT ",1040,152,182,3,9,10,0.5,0.6,0.3,0,0,0,0.6,0.3,0,"",-1
5973,2004-08-02,"RENOLIT ",1284,152,182,3,9,2,0.5,0.6,0.3,0,0,0,0.6,0.3,0,"",-1
5974,2004-08-02,"RENOLIT ",1484,152,182,3,9,2,0.5,0.6,0.3,0,0,0,0.6,0.3,0,"",-1
5975,2004-08-02,"RENOLIT ",1384,152,182,3,9,2,0.5,0.6,0.3,0,0,0,0.6,0.3,0,"",-1
5976,2004-08-02,"RKW ECHTE",3040,76,88,0.78,9,10,0.7,0.4,0.078,1,0,0,0.4,0.078,1,"",-1
5977,2004-08-02,"RKW PETERSAURACH ",338,76,94,1.4,9,1,0.7,0.3,0.14,0,0,0,0.3,0.14,0,"",-1
5978,2004-08-02,"RKW PETERSAURACH ",495,76,94,1.4,9,1,0.7,0.3,0.14,0,0,0,0.3,0.14,0,"",-1
5979,2004-08-02,"RKW PETERSAURACH ",1000,76,94,1.4,9,3,0.7,0.3,0.14,0,0,0,0.3,0.14,0,"",-1
5980,2004-08-02,"RKW PETERSAURACH ",1040,76,94,1.4,9,3,0.7,0.3,0.14,0,0,0,0.3,0.14,0,"",-1
5981,2004-08-02,"RKW PETERSAURACH ",1100,76,94,1.4,9,3,0.7,0.3,0.14,0,0,0,0.3,0.14,0,"",-1
5982,2004-08-02,"RKW PETERSAURACH ",1140,76,94,1.4,9,3,0.7,0.3,0.14,0,0,0,0.3,0.14,0,"",-1
5983,2004-08-02,"RKW PETERSAURACH ",1145,76,94,1.4,9,3,0.7,0.3,0.14,0,0,0,0.3,0.14,0,"",-1
5984,2004-08-02,"RKW PETERSAURACH ",1200,76,94,1.4,9,3,0.7,0.3,0.14,0,0,0,0.3,0.14,0,"",-1
5985,2004-08-02,"RKW PETERSAURACH ",1600,76,94,1.4,9,3,0.7,0.3,0.14,0,0,0,0.3,0.14,0,"",-1
5986,2004-08-02,"RKW PETERSAURACH ",2600,76,94,1.4,9,10,0.7,0.3,0.14,0,0,0,0.3,0.14,0,"",-1
5987,2004-08-02,"RKW PETERSAURACH ",1100,76,100,2.2,9,3,0.7,0.4,0.22,0,0,0,0.4,0.22,0,"",-1
5988,2004-08-02,"RKW PETERSAURACH ",1140,76,100,2.2,9,3,0.7,0.4,0.22,0,0,0,0.4,0.22,0,"",-1
5989,2004-08-02,"RKW PETERSAURACH ",1145,76,100,2.2,9,3,0.7,0.4,0.22,0,0,0,0.4,0.22,0,"",-1
5990,2004-08-02,"RKW PETERSAURACH ",2600,76,100,2.2,9,10,0.7,0.4,0.22,0,0,0,0.4,0.22,0,"",-1
5991,2004-08-02,"RKW PETERSAURACH ",2650,76,106,5,9,10,0.7,0.5,0.5,1,0,0,0.5,0.5,1,"",-1
5992,2004-08-02,"RKW PETERSAURACH ",2650,76,112,3.9,9,10,0.7,0.5,0.39,1,0,0,0.5,0.39,1,"",-1
5993,2004-08-02,"RKW PETERSAURACH ",300,76,100,2.2,9,1.5,0.7,0.4,0.22,0,0,0,0.4,0.22,0,"",-1
5994,2004-08-02,"RKW PETERSAURACH ",345,152,172,1.8,9,0,0.2,0.4,0.18,0,1,0.2,0.4,0.18,0,"",-1
5995,2004-08-02,"RKW HERSBRUCK ",2500,77,93,0.88,9,10,0.5,0.4,0.088,1,0,0,0.4,0.088,1,"",-1
5996,2004-08-02,"RKW HERSBRUCK ",2500,77,101,1.57,9,10,0.5,0.4,0.157,1,0,0,0.4,0.157,1,"",-1
5997,2004-08-02,"ROTAKON",965,152.4,182.4,1.6,9,5,0.5,0.5,0.16,0,5,0.5,0.5,0.16,0,"",-1
5998,2004-08-02,"RUMA",660,76.5,86.5,0.5,7,2.5,0.3,0.4,0,1,2.5,0.3,0.4,0,1,"",-1
5999,2004-08-02,"RUMA",740,76.5,86.5,0.5,7,2.5,0.3,0.4,0,1,2.5,0.3,0.4,0,1,"",-1
6000,2004-08-02,"S.A.A",2000,150.2,180,1.47,7,4.5,0.2,0.5,0.147,0,4.5,0.2,0.5,0.147,0,"",-1
6001,2004-08-02,"S.A.A",2000,120.5,140,1.27,7,4.5,0.2,0.5,0.127,0,4.5,0.2,0.5,0.127,0,"",-1
6002,2004-08-02,"S.A.A",2000,170.5,190,0.78,7,4.5,0.2,0.5,0.078,0,4.5,0.2,0.5,0.078,0,"",-1
