"N°","Date_du_Jour","Client","Longueur_P__mm_","Diamètre_intérieur_P__mm_","Diamètre_extérieur_P__mm_","Flat_Crush_P__kN_","%H2O_P","Longueur_Ts__mm_","Diamètre_intérieur_Ts__mm_","Diamètre_extérieur_Ts__mm_","Flat_Crush_Ts__kN_","%H2O_Ts","Longueur_Ti__mm_","Diamètre_intérieur_Ti__mm_","Diamètre_extérieur_Ti__mm_","Flat_Crush_Ti__kN_","%H2O_Ti","Qualité","Validation_spécification"
6434,2004-11-22 19:32:06,"MET-LUX",906,152.4,168.4,0.59,8,2,0.3,0.4,0,1,-1,0,0.4,0,1,"",-1
6435,2004-11-22 19:33:10,"MET-LUX",975,152.4,168.4,0.59,8,2,0.3,0.4,0,1,-1,0,0.4,0,1,"",-1
6436,2004-11-22 19:34:05,"MET-LUX",1084,152.4,168.4,0.59,8,3,0.3,0.4,0,1,-2,0,0.4,0,1,"",-1
6437,2004-11-22 19:35:05,"MET-LUX",1180,152.4,168.4,0.59,8,3,0.3,0.4,0,1,-2,0,0.4,0,1,"",-1
6438,2004-11-22 19:40:03,"MET-LUX",1226,152.4,180,1.57,8,3,0.3,0.4,0.157,1,-2,0,0.4,0.157,1,"",-1
6439,2004-11-23 06:56:24,"MET-LUX",915,152.4,168.4,0.59,8,2,0.3,0.4,0,1,-1,0,0.4,0,1,"",-1
6440,2004-11-23 06:58:23,"MET-LUX",775,152.4,168.4,0.59,8,2,0.3,0.4,0,1,-1,0,0.4,0,1,"",-1
6441,2004-11-23 07:01:17,"MET-LUX",670,152.4,168.4,0.59,8,2,0.3,0.4,0,1,-1,0,0.4,0,1,"",-1
6442,2004-11-24 13:36:13,"MET-LUX",1015,152.4,168.4,0.59,8,3,0.3,0.4,0,1,-2,0,0.4,0,1,"",-1
6443,2004-11-24 13:37:27,"MET-LUX",894,152.4,168.4,0.59,8,2,0.3,0.4,0,1,-1,0,0.4,0,1,"",-1
6444,2004-11-24 13:38:49,"MET-LUX",930,152.4,168.4,0.59,8,2,0.3,0.4,0,1,-1,0,0.4,0,1,"",-1
6445,2004-11-25 17:51:58,"SCHEUFELEN",2150,125.4,155,3,9,5,0.2,0.4,0.3,0,0,0.2,0.4,0.3,0,"",-1
6446,2004-11-26 10:14:36,"CROUVEZIER",2150,50.3,60.3,0.7,9,7,0.3,0.5,0.07,1,7,0.3,0.5,0.07,1,"",-1
6447,2004-11-26 10:16:08,"CROUVEZIER",1850,50.3,60.3,0.7,9,5,0.3,0.5,0.07,1,5,0.3,0.5,0.07,1,"",-1
6448,2004-11-30 16:14:56,"MET-LUX",765,152.4,168.4,0.59,8,2,0.3,0.4,0,1,-1,0,0.4,0,1,"",-1
6449,2004-11-30 16:16:03,"MET-LUX",875,152.4,168.4,0.59,8,2,0.3,0.4,0,1,-1,0,0.4,0,1,"",-1
6450,2004-11-30 16:17:33,"MET-LUX",1303,152.4,180,1.57,8,3,0.3,0.4,0.157,1,-2,0,0.4,0.157,1,"",-1
6451,2004-12-01 06:39:12,"SCHOELLER",890,152.5,166.5,0.58,9,2,0.3,0.4,0.058,1,2,0.3,0.4,0.058,1,"",-1
6452,2004-12-03 08:02:33,"AIRTECH",2300,77.2,90,0.7,9,5,0.2,0.3,0,1,5,0.2,0.3,0,1,"",-1
6453,2004-12-03 08:03:35,"AIRTECH",28,77.2,90,0.7,9,0,0.2,0.3,0,1,2,0.2,0.3,0,1,"",-1
6454,2004-12-08 18:35:27,"MET-LUX",1115,152.4,168.4,0.59,8,3,0.3,0.4,0,1,-2,0,0.4,0,1,"",-1
6455,2004-12-08 18:37:01,"MET-LUX",1220,152.4,168.4,0.59,8,3,0.3,0.4,0,1,-2,0,0.4,0,1,"",-1
6456,2004-12-08 18:37:47,"MET-LUX",860,152.4,168.4,0.59,8,2,0.3,0.4,0,1,-1,0,0.4,0,1,"",-1
6457,2004-12-08 18:43:27,"MET-LUX",970,152.4,180,1.57,8,2,0.3,0.4,0.157,1,-1,0,0.4,0.157,1,"",-1
6458,2004-12-08 18:44:51,"MET-LUX",980,152.4,180,1.57,8,2,0.3,0.4,0.157,1,-1,0,0.4,0.157,1,"",-1
6459,2004-12-09 19:17:25,"MET-LUX",625,152.4,180,1.57,8,2,0.3,0.4,0.157,1,-1,0,0.4,0.157,1,"",-1
6460,2004-12-09 19:18:51,"MET-LUX",815,152.4,180,1.57,8,2,0.3,0.4,0.157,1,-1,0,0.4,0.157,1,"",-1
6461,2004-12-09 19:20:06,"MET-LUX",1050,152.4,180,1.57,8,3,0.3,0.4,0.157,1,-2,0,0.4,0.157,1,"",-1
6462,2004-12-09 19:21:22,"MET-LUX",845,152.4,180,1.57,8,2,0.3,0.4,0.157,1,-1,0,0.4,0.157,1,"",-1
6463,2004-12-09 19:22:50,"MET-LUX",986,152.4,168.4,0.59,8,2,0.3,0.4,0,1,-1,0,0.4,0,1,"",-1
6464,2004-12-13 11:59:31,"AIRTECH",934,242.5,250.2,0,9,4,0.2,0.5,0,1,0,0.2,0.5,0,1,"",-1
6465,2004-12-15 16:29:51,"BONNE & FILS",1450,50.6,56.6,0,9,4,0.15,0.3,0,1,4,0.15,0.3,0,1,"",-1
6466,2004-12-15 16:31:44,"BONNE & FILS",1250,50.6,56.6,0,9,4,0.15,0.3,0,1,4,0.15,0.3,0,1,"",-1
6467,2004-12-15 16:33:14,"BONNE & FILS",1750,50.6,56.6,0,9,4,0.15,0.3,0,1,4,0.15,0.3,0,1,"",-1
6468,2004-12-16 18:56:58,"GRUPPO CORDENONS",2350,70.5,90.5,1.3,9,5,0.2,0.4,0.13,1,5,0.2,0.4,0.13,1,"",-1
6469,2004-12-20 19:56:28,"M&F TÜRCKHEIM",3450,76.5,106.5,4,8,5,0.2,0.3,0,0,5,0.2,0.3,0,0,"",-1
6470,2004-12-20 19:57:58,"M&F TÜRCKHEIM",3450,76.5,106.5,3,8,5,0.2,0.3,0,0,5,0.2,0.3,0,0,"",-1
6471,2004-12-21 12:06:03,"TREOFAN",3000,152.5,180,1.47,8,9,0.2,0.4,0.147,1,9,0.2,0.4,0.147,1,"",-1
6472,2004-12-23 12:19:02,"AMER-SIL",188,255.4,277.6,0.49,9,2,0.4,0.4,0.049,1,0,0.4,0.4,0.049,1,"",-1
6473,2005-01-03 11:30:57,"CROUVEZIER",3000,150.5,180,1.6,9,8,0.2,0.5,0.16,1,8,0.2,0.5,0.16,1,"",-1
6474,2005-01-03 11:34:25,"CROUVEZIER",3200,50.3,60.3,0.7,9,7,0.3,0.5,0.07,1,7,0.3,0.5,0.07,1,"",-1
6475,2005-01-04 08:04:01,"CLIPSO",5350,76.4,86.4,0.4,9,10,0.2,0.4,0.04,0,10,0.2,0.4,0.04,0,"",-1
6476,2005-01-04 08:05:52,"CLIPSO",3200,100.3,110.3,0.4,9,7,0.2,0.5,0.04,0,7,0.2,0.5,0.04,0,"",-1
6477,2005-01-04 08:07:57,"CLIPSO",3700,100.3,110.3,0.4,9,7,0.2,0.5,0.04,0,7,0.2,0.5,0.04,0,"",-1
6478,2005-01-04 08:09:26,"CLIPSO",4200,100.3,110.3,0.4,9,8,0.2,0.5,0.04,0,8,0.2,0.5,0.04,0,"",-1
6479,2005-01-04 09:36:05,"MET-LUX",1119,152.4,168.4,0.59,8,3,0.3,0.4,0,1,-2,0,0.4,0,1,"",-1
6480,2005-01-04 09:37:24,"MET-LUX",985,152.4,168.4,0.59,8,2,0.3,0.4,0,1,-1,0,0.4,0,1,"",-1
6481,2005-01-04 09:38:42,"MET-LUX",1181,152.4,168.4,0.59,8,3,0.3,0.4,0,1,-2,0,0.4,0,1,"",-1
6482,2005-01-07 13:16:04,"MET-LUX",1267,152.4,168.4,0.59,8,3,0.3,0.4,0,1,-2,0,0.4,0,1,"",-1
6483,2005-01-07 13:24:17,"MET-LUX",641,152.4,168.4,0.59,8,2,0.3,0.4,0,1,-1,0,0.4,0,1,"",-1
6484,2005-01-07 13:26:13,"MET-LUX",932,152.4,168.4,0.59,8,2,0.3,0.4,0,1,-1,0,0.4,0,1,"",-1
6485,2005-01-11 11:39:01,"MET-LUX",480,152.4,168.4,0.59,8,1,0.3,0.4,0,1,-0.5,0,0.4,0,1,"",-1
6486,2005-01-13 10:13:19,"MONDO",200,128.5,140,0.4,9,2,0.2,0.5,0.04,1,2,0.2,0.5,0.04,1,"",-1
6487,2005-01-13 10:13:43,"MONDO",300,128.5,140,0.4,9,2,0.2,0.5,0.04,1,2,0.2,0.5,0.04,1,"",-1
6488,2005-01-13 10:14:06,"MONDO",400,128.5,140,0.4,9,2,0.2,0.5,0.04,1,2,0.2,0.5,0.04,1,"",-1
6489,2005-01-13 10:14:29,"MONDO",520,128.5,140,0.4,9,3,0.2,0.5,0.04,1,3,0.2,0.5,0.04,1,"",-1
6490,2005-01-13 10:14:52,"MONDO",660,128.5,140,0.4,9,3,0.2,0.5,0.04,1,3,0.2,0.5,0.04,1,"",-1
6491,2005-01-13 10:15:15,"MONDO",720,128.5,140,0.4,9,3,0.2,0.5,0.04,1,3,0.2,0.5,0.04,1,"",-1
6492,2005-01-13 10:15:43,"MONDO",1620,128.5,140,0.4,9,5,0.2,0.5,0.04,1,5,0.2,0.5,0.04,1,"",-1
6493,2005-01-13 12:42:06,"MONDO",1400,128.5,140,0.4,9,5,0.2,0.5,0.04,1,5,0.2,0.5,0.04,1,"",-1
6494,2005-01-13 12:42:57,"MONDO",1520,128.5,140,0.4,9,5,0.2,0.5,0.04,1,5,0.2,0.5,0.04,1,"",-1
6495,2005-01-13 12:43:39,"MONDO",120,128.5,140,0.4,9,2,0.2,0.5,0.04,1,2,0.2,0.5,0.04,1,"",-1
6496,2005-01-13 12:44:15,"MONDO",150,128.5,140,0.4,9,2,0.2,0.5,0.04,1,2,0.2,0.5,0.04,1,"",-1
6497,2005-01-13 12:44:53,"MONDO",250,128.5,140,0.4,9,2,0.2,0.5,0.04,1,2,0.2,0.5,0.04,1,"",-1
6498,2005-01-13 12:45:27,"MONDO",360,128.5,140,0.4,9,2,0.2,0.5,0.04,1,2,0.2,0.5,0.04,1,"",-1
6499,2005-01-13 12:46:05,"MONDO",440,128.5,140,0.4,9,2,0.2,0.5,0.04,1,2,0.2,0.5,0.04,1,"",-1
6500,2005-01-13 12:46:44,"MONDO",650,128.5,140,0.4,9,3,0.2,0.5,0.04,1,3,0.2,0.5,0.04,1,"",-1
6501,2005-01-13 12:47:22,"MONDO",710,128.5,140,0.4,9,3,0.2,0.5,0.04,1,3,0.2,0.5,0.04,1,"",-1
6502,2005-01-13 12:48:00,"MONDO",800,128.5,140,0.4,9,3,0.2,0.5,0.04,1,3,0.2,0.5,0.04,1,"",-1
6503,2005-01-13 12:48:38,"MONDO",830,128.5,140,0.4,9,3,0.2,0.5,0.04,1,3,0.2,0.5,0.04,1,"",-1
6504,2005-01-13 12:49:13,"MONDO",975,128.5,140,0.4,9,3,0.2,0.5,0.04,1,3,0.2,0.5,0.04,1,"",-1
6505,2005-01-13 12:50:13,"MONDO",1150,128.5,140,0.4,9,5,0.2,0.5,0.04,1,5,0.2,0.5,0.04,1,"",-1
6506,2005-01-13 13:14:41,"SCHOELLER",600,77.2,101.2,2,9,2,0.2,0.4,0.2,1,2,0.2,0.4,0.2,1,"",-1
6507,2005-01-13 13:38:21,"M&F RAON",1200,50,63,0.9,7,10,0.2,0.5,0.09,0,0,0.2,0.5,0.09,0,"",-1
6508,2005-01-14 12:52:22,"MET-LUX",1040,152.4,168.4,0.59,8,3,0.3,0.4,0,1,-2,0,0.4,0,1,"",-1
6509,2005-01-14 12:53:28,"MET-LUX",574,152.4,168.4,0.59,8,2,0.3,0.4,0,1,-1,0,0.4,0,1,"",-1
6510,2005-01-14 12:54:26,"MET-LUX",650,152.4,168.4,0.59,8,2,0.3,0.4,0,1,-1,0,0.4,0,1,"",-1
6511,2005-01-14 12:55:25,"MET-LUX",486,152.4,168.4,0.59,8,1,0.3,0.4,0,1,-0.5,0,0.4,0,1,"",-1
6512,2005-01-17 09:12:38,"AIRTECH",1260,77.2,90,0.69,9,0,0.2,0.3,0,1,5,0.2,0.3,0,1,"",-1
6513,2005-01-18 09:00:27,"AMES",2200,76.4,86.4,0.4,9,5,0.2,0.5,0.04,1,5,0.2,0.5,0.04,1,"",-1
6514,2005-01-20 09:53:39,"ABZAC LE CROUZET",459,76.6,95,1.62,9,1,0.3,0.4,0,1,1,0.3,0.4,0,1,"A300",-1
6515,2005-01-21 08:33:48,"MET-LUX",1216,152.4,180,1.57,8,3,0.3,0.4,0.157,1,-2,0,0.4,0.157,1,"",-1
6516,2005-01-21 08:41:19,"MET-LUX",1145,152.4,180,1.57,8,3,0.3,0.4,0.157,1,-2,0,0.4,0.157,1,"",-1
6517,2005-01-25 11:17:51,"MET-LUX",570,152.4,168.4,0.59,8,2,0.3,0.4,0,1,-1,0,0.4,0,1,"",0
6518,2005-01-25 11:19:51,"MET-LUX",896,152.4,168.4,0.59,8,2,0.3,0.4,0,1,-1,0,0.4,0,1,"",0
6519,2005-01-25 12:07:09,"NORDLAND",3100,151.2,177,3.34,7.5,20,0.2,0.3,0,0,0,0.2,0.3,0,0,"",0
6520,2005-02-01 12:13:16,"CLAIREFONTAINE PAPETERIE",3500,200,224,1.4,9,8,0.3,0.5,0.14,1,8,0.3,0.5,0.14,1,"",0
6521,2005-02-04 08:17:47,"SCHOELLER",360,77.2,101.2,2,9,2,0.2,0.4,0.2,1,2,0.2,0.4,0.2,1,"",0
6522,2005-02-04 09:48:28,"MONDO",415,128.5,140,0.4,9,2,0.2,0.5,0.04,1,2,0.2,0.5,0.04,1,"",0
6523,2005-02-09 10:25:50,"MONDO",1030,128.5,140,0.4,9,5,0.2,0.5,0.04,1,5,0.2,0.5,0.04,1,"",0
6524,2005-02-09 10:27:57,"MONDO",2450,128.5,140,0.39,9,5,0.2,0.5,0.039,1,5,0.2,0.5,0.039,1,"",0
6525,2005-02-09 10:36:52,"MONDO",1650,128.5,140,0.39,9,5,0.2,0.5,0.039,1,5,0.2,0.5,0.039,1,"",0
6526,2005-02-09 11:30:10,"MET-LUX",1354,152.4,180,1.57,8,3,0.3,0.4,0.157,1,-2,0,0.4,0.157,1,"",0
6527,2005-02-09 11:32:56,"MET-LUX",1099,152.4,180,1.57,8,3,0.3,0.4,0.157,1,-2,0,0.4,0.157,1,"",0
6528,2005-02-09 11:35:54,"MET-LUX",1140,152.4,168.4,0.59,8,3,0.3,0.4,0,1,-2,0,0.4,0,1,"",0
6529,2005-02-09 11:42:09,"MONDO",160,128.5,140,0.4,9,2,0.2,0.5,0.04,1,2,0.2,0.5,0.04,1,"",0
6530,2005-02-09 11:43:15,"MONDO",450,128.5,140,0.4,9,2,0.2,0.5,0.04,1,2,0.2,0.5,0.04,1,"",0
6531,2005-02-09 11:44:12,"MONDO",530,128.5,140,0.4,9,2,0.2,0.5,0.04,1,2,0.2,0.5,0.04,1,"",0
6532,2005-02-09 11:45:12,"MONDO",850,128.5,140,0.4,9,3,0.2,0.5,0.04,1,3,0.2,0.5,0.04,1,"",0
6533,2005-02-11 10:08:25,"MET-LUX",1168,152.4,168.4,0.59,8,3,0.3,0.4,0,1,-2,0,0.4,0,1,"",0
6534,2005-02-11 10:12:14,"MET-LUX",1034,152.4,168.4,0.59,8,3,0.3,0.4,0,1,-2,0,0.4,0,1,"",0
6535,2005-02-16 09:33:48,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A300",0
